"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0114884078459088,0.0274589431145102,-0.0654274496035473,0.0421851936214682
"mean_beak_size_pc1",0.000896775909720796,0.0897321454770734,-0.172968456862343,0.177727294855288
"mean_Tarsus_Length",-0.0343408267061259,0.105131960589419,-0.242298936719209,0.169611335646552
"mean_Wing_Length",-0.0658976511698003,0.104743473620627,-0.271024773274108,0.140456808993208
"mean_Hand_Wing_Index",-9.58820075862446e-06,0.0594575106678128,-0.117740564789525,0.115495867604929
"mean_Tail_Length",0.06849558120239,0.0765530735931539,-0.0822092472857218,0.217256927115202
"mean_Mass",0.10960441889342,0.0757748255320099,-0.03799361463346,0.259000824676178
"mean_Habitat_Density",-0.0610926163439425,0.0943013960726101,-0.245200044071742,0.123858150021148
"mean_Migration",0.0532011310977407,0.0851197798675041,-0.113602085472003,0.221933744767942
"mean_Brain_Mass_g",-0.00332860486317371,0.0997891409960715,-0.201839092420338,0.191396578980695
"mean_clutch_size",-0.0222475764715358,0.07867473185792,-0.176508974122946,0.132367150110003
"mean_Maximum_longevity",-0.161435824202707,0.170715844096179,-0.496288925696794,0.172920023387111
"mean_GenLength",-0.054237086316452,0.206061328399054,-0.456950423183776,0.348701559384327
"mean_Range_Size",-0.00964030188080058,0.0236817662603908,-0.056192893306059,0.0370243403193124
"mean_Annualtemp",0.00768823671719289,0.00561940521387895,-0.00323503083187966,0.0186037898366196
"mean_AnnualPrecipitation",-0.00561348223487729,0.0645587097539206,-0.131299598767397,0.121048121894689
"mean_Abundance_estimate_1_1_matched",0.0199422075136661,0.0141643992464977,-0.00811527119937326,0.0473610185602533
"mean_Latitude_span",0.0124428503597536,0.0546751662293687,-0.095147651847417,0.118638618457565
"mean_Centroid_Latitude",0.0549757724135288,0.0370152689302492,-0.0164013033539972,0.129166596960289
"mean_Centroid_Longitude",-0.000601263902771469,0.000369905328838295,-0.0013307172016553,0.000112606606528829
"mean_devmode",0.0259479180957163,0.0395921176563366,-0.0507995531353804,0.104771981617939
