"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0831007089716757,0.054818853795611,-0.189422405290844,0.0271577821455998
"mean_beak_size_pc1",0.161660738192297,0.177519309641027,-0.187162401025615,0.510919668201916
"mean_Tarsus_Length",0.0390432599883521,0.205693341916357,-0.363997218967118,0.44157450979669
"mean_Wing_Length",0.162584748897845,0.213513828565396,-0.252037757999188,0.578123213992163
"mean_Hand_Wing_Index",-0.109601955516704,0.123999386264948,-0.348799407152389,0.133416289597931
"mean_Tail_Length",-0.00515845696858844,0.153371439666153,-0.303439105082863,0.289951466426224
"mean_Mass",-0.259501175937947,0.148956758397138,-0.557862339186916,0.035455297271367
"mean_Habitat_Density",-0.063589522262191,0.169372285606351,-0.402589252728113,0.267044087981738
"mean_Migration",0.0861345150416226,0.160062860631779,-0.233472960322426,0.401782905875404
"mean_Brain_Mass_g",-0.0495092398211145,0.193463582252134,-0.431253723802135,0.339120609482481
"mean_clutch_size",-0.0477712680274697,0.151920538639591,-0.341311263398841,0.254274684753539
"mean_Maximum_longevity",0.362223062526804,0.327862918794729,-0.286114485591157,1.00816328087094
"mean_GenLength",-0.295135478533393,0.401284395339222,-1.08721356869366,0.505061786580392
"mean_Range_Size",0.00898999127499718,0.0455151777694368,-0.0796844606751564,0.100162649936777
"mean_Annualtemp",-0.00226842015872264,0.0104321788225322,-0.022721055343084,0.0180568838366637
"mean_AnnualPrecipitation",-0.0497618668571594,0.120611910274991,-0.285085983544232,0.187099262948162
"mean_Abundance_estimate_1_1_matched",-0.00177164469033049,0.0268030785103142,-0.0543894708507612,0.0510113720691403
"mean_Latitude_span",-0.081798928346048,0.103494755977493,-0.286080853627568,0.119076078192228
"mean_Centroid_Latitude",0.00826304229362478,0.0697104350487771,-0.129799819388649,0.143521923055186
"mean_Centroid_Longitude",0.00130763887397963,0.000720104399071401,-0.000105196009134681,0.00270837987895425
"mean_devmode",-0.121306729636972,0.0827107261386363,-0.282381174234648,0.0450020083494849
