"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0730750239032509,0.0685403057100609,-0.209680617980045,0.0594869391627127
"mean_beak_size_pc1",0.0424362816062999,0.144507763703642,-0.241137327517277,0.325620483515166
"mean_Tarsus_Length",-0.202288582072499,0.161809513916926,-0.521603905347036,0.115334285309369
"mean_Wing_Length",0.176692473912287,0.1684589278724,-0.151732520604719,0.503470792641325
"mean_Hand_Wing_Index",-0.0525302317306807,0.0825230947002681,-0.217507072082835,0.108056763352174
"mean_Tail_Length",-0.281835219747071,0.136855369114343,-0.549573386071046,-0.0125922657614232
"mean_Mass",0.19401470543021,0.139339094802413,-0.0787964216718184,0.464690915411654
"mean_Habitat_Density",0.013273893660694,0.200558152865565,-0.374348197578038,0.415332546504649
"mean_Migration",-0.0523991382920892,0.204322197900097,-0.453423936134323,0.351491860026484
"mean_Brain_Mass_g",-0.237018492363119,0.166798368414825,-0.564949445096416,0.0880676065652202
"mean_clutch_size",0.273715597111162,0.144336892117278,-0.0115523556565844,0.556000869404335
"mean_Maximum_longevity",-0.400398752893117,0.34741149130934,-1.09062018403891,0.273292096801062
"mean_GenLength",0.348585368370939,0.368208715893226,-0.367397260696151,1.07465881731362
"mean_Range_Size",-0.0285215901117808,0.048737191001422,-0.123959652331637,0.0668706308125677
"mean_Annualtemp",0.0316237454415842,0.010866346865916,0.010324552879015,0.0529688223940232
"mean_AnnualPrecipitation",-0.254017337831083,0.141683388981703,-0.534521076986782,0.0222940257355646
"mean_Abundance_estimate_1_1_matched",0.0202816141062429,0.0339574728282127,-0.0465414359442128,0.085993771367455
"mean_Latitude_span",-0.100367183940272,0.143383086660885,-0.382265850800801,0.179596794138002
"mean_Centroid_Latitude",0.0206425679282819,0.0466359823142276,-0.0715765595634781,0.111524088710162
"mean_Centroid_Longitude",2.44904589450436e-06,0.000663966251067182,-0.00129890729874668,0.00131297522867462
"mean_devmode",-0.0376431383603828,0.0538771748884493,-0.144364391286316,0.0669589030661961
