"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0254654710278334,0.052077021908952,-0.128460708141335,0.0764902983916428
"mean_beak_size_pc1",0.0666239046579128,0.118324554091277,-0.168446900807637,0.29494431133902
"mean_Tarsus_Length",-0.156717256329604,0.123759268386871,-0.400339270236204,0.0846734063819465
"mean_Wing_Length",0.224593759126573,0.129161222475317,-0.0292696224101971,0.476679012847795
"mean_Hand_Wing_Index",-0.08163252265858,0.0648487136479178,-0.209877807369118,0.0450493633219134
"mean_Tail_Length",-0.218235181251346,0.104627424601686,-0.426276119899891,-0.0151768427437592
"mean_Mass",0.0121287246588039,0.105554482173662,-0.19488051128725,0.220131707382471
"mean_Habitat_Density",0.15405742379997,0.156617842106045,-0.153653647224985,0.464718267981033
"mean_Migration",0.103230270532453,0.156015884453985,-0.199950750893996,0.413015097312734
"mean_Brain_Mass_g",0.00392808294241014,0.125903620187646,-0.242167955484082,0.249827578104826
"mean_clutch_size",-0.0691627500919842,0.111970047097593,-0.291002323776272,0.145981200863305
"mean_Maximum_longevity",-0.0716096427851581,0.265789171710025,-0.591269329267668,0.45339146645093
"mean_GenLength",0.0588070700565162,0.280358442154453,-0.490059818039344,0.60819435448713
"mean_Range_Size",-0.0396842529490224,0.0378801051224426,-0.114015446569137,0.0350008831616279
"mean_Annualtemp",0.0124838637613723,0.00818009123488704,-0.00336616059547426,0.0286472766393683
"mean_AnnualPrecipitation",-0.107952265175539,0.109120428055883,-0.324227573528116,0.105063834617367
"mean_Abundance_estimate_1_1_matched",-0.00649030263356853,0.025579619764842,-0.0566098225308776,0.0435075059082902
"mean_Latitude_span",0.0666289309963315,0.110647965008417,-0.151824235474945,0.281711086590936
"mean_Centroid_Latitude",0.0275490969151285,0.0355560433500196,-0.0420422949285217,0.097629086534046
"mean_Centroid_Longitude",-0.000361843852456242,0.000503818786049644,-0.0013368307719546,0.000643408062579014
"mean_devmode",-0.00927759427031247,0.0421882922472066,-0.0927374445891816,0.0732952532754085
