"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",0.0534033186089884,0.0715660152866345,-0.0883488122267085,0.194963267458084
"mean_beak_size_pc1",-0.0134601083699055,0.153302237803997,-0.310675779578627,0.290821796105394
"mean_Tarsus_Length",-0.12750129944586,0.166515319759709,-0.457035356807686,0.196033617825181
"mean_Wing_Length",-0.256398634200333,0.180142427076496,-0.612306739553356,0.09929036967257
"mean_Hand_Wing_Index",0.015766316710761,0.0874587422839726,-0.156651629494016,0.19078572614002
"mean_Tail_Length",0.0733885762589935,0.146788538757526,-0.213533688455962,0.361165809126085
"mean_Mass",-0.0767831839264503,0.143104083728689,-0.357118251635871,0.20573366586716
"mean_Habitat_Density",0.342986643855545,0.212435573909154,-0.065685949069731,0.775629604322253
"mean_Migration",0.278830088329486,0.214921468369074,-0.14351376750825,0.696412652069889
"mean_Brain_Mass_g",0.0124357572588198,0.174245818808258,-0.326741718071106,0.353420236143611
"mean_clutch_size",0.134485025384334,0.148525440365255,-0.159457289118926,0.424770313874996
"mean_Maximum_longevity",1.09741334206135,0.363580955515773,0.390624297555402,1.80817224291818
"mean_GenLength",-0.349903419028984,0.386794680665225,-1.10758996028573,0.401187046899579
"mean_Range_Size",0.0984031026781868,0.0521079040375914,-0.00382852550893374,0.200184060582108
"mean_Annualtemp",-0.00311074178453966,0.0112654049043526,-0.0255327372309442,0.0192013745604607
"mean_AnnualPrecipitation",0.0114288593023867,0.146821459805082,-0.274430403636916,0.304958809410739
"mean_Abundance_estimate_1_1_matched",-0.0302745194106421,0.0354554539443815,-0.0997528730109633,0.0388653234355084
"mean_Latitude_span",-0.261770054740752,0.153267526371987,-0.564269690154046,0.0372443344078132
"mean_Centroid_Latitude",-0.0853475190025513,0.0483508437910526,-0.179081006142921,0.00966255422669405
"mean_Centroid_Longitude",-0.000635257947535757,0.000758020178302206,-0.00211464094564035,0.000865682697247223
"mean_devmode",-0.0244343208251217,0.0558621620660187,-0.133979105475466,0.0850576094003109
