"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0594354970679366,0.0487571693266149,-0.153779044028778,0.0377579651526551
"mean_beak_size_pc1",-0.12028180479587,0.109692110301573,-0.338167750964857,0.0930760044938413
"mean_Tarsus_Length",-0.138270332651872,0.120861788890848,-0.372623445627661,0.0999757458448586
"mean_Wing_Length",-0.0729717997304125,0.130746261200648,-0.329895002425843,0.184326567870983
"mean_Hand_Wing_Index",-0.0186523449759642,0.0687054449640921,-0.151865327362859,0.116448444341224
"mean_Tail_Length",0.103587481482262,0.100081934842847,-0.0917750211543018,0.300515054385934
"mean_Mass",0.0109150646971366,0.0947791976318057,-0.17826792714542,0.198186631372714
"mean_Habitat_Density",-0.180645264847801,0.129405071032728,-0.432576961716137,0.0730265994733551
"mean_Migration",-0.00742859547431624,0.126585140156444,-0.256205030827974,0.242859037608178
"mean_Brain_Mass_g",0.0718115564637425,0.111610502260829,-0.144247951728285,0.291051686045273
"mean_clutch_size",-0.0416725084380238,0.102883881942512,-0.245095528550858,0.160487553489688
"mean_Maximum_longevity",0.389083204885095,0.229857116223485,-0.0668571526495813,0.83943319335205
"mean_GenLength",-0.272816134110706,0.257426102246106,-0.772566452110769,0.231833805588192
"mean_Range_Size",0.0314383428995555,0.0349796583671436,-0.0379796789911791,0.100188129982895
"mean_Annualtemp",0.00762966556925077,0.00710899705339779,-0.00643049711990338,0.0214008837743192
"mean_AnnualPrecipitation",0.0842359583790663,0.0948839829621878,-0.10252090609616,0.270551089685883
"mean_Abundance_estimate_1_1_matched",0.0295837842980054,0.0231102269676903,-0.0154895180899765,0.0750393881938146
"mean_Latitude_span",-0.196165215967847,0.0961361854339244,-0.383988170089673,-0.00423531116680326
"mean_Centroid_Latitude",-0.00812952331212211,0.0303652572187662,-0.0667748328289142,0.0517010914703241
"mean_Centroid_Longitude",0.000560974660653485,0.00046394390102255,-0.000348233848520237,0.00146524508436975
