"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0604601894578128,0.0670039869586466,-0.190883757007401,0.0693141327523106
"mean_beak_size_pc1",0.0437570272891582,0.147577166689411,-0.246292717715935,0.33062794127856
"mean_Tarsus_Length",-0.175883301294802,0.158367757788066,-0.491083340219619,0.129255803858065
"mean_Wing_Length",-0.270934709470004,0.17597837540677,-0.617025933761104,0.0781686353163522
"mean_Hand_Wing_Index",-0.0282062159422776,0.0920917561883756,-0.20721104373248,0.15543076518346
"mean_Tail_Length",0.298491138471227,0.136698466464697,0.0296172111397343,0.569294067943481
"mean_Mass",-0.16193052887752,0.131539249868175,-0.418067132084048,0.0928738637551639
"mean_Habitat_Density",-0.0802668772035788,0.170906626611068,-0.423505476950339,0.253905726621305
"mean_Migration",-0.0819492310392969,0.178001574885556,-0.428670981822726,0.269796862840686
"mean_Brain_Mass_g",0.26553159771396,0.156108318618457,-0.0435563450432602,0.570274104671334
"mean_clutch_size",-0.252578764037799,0.141991517223321,-0.528171150247095,0.0223148673745704
"mean_Maximum_longevity",0.358462512534135,0.319432221867123,-0.273976724351176,0.971861572406415
"mean_GenLength",-0.534721609463172,0.350408837816825,-1.20538825140156,0.160793082370546
"mean_Range_Size",0.0247944590298977,0.0486313715297062,-0.0695479976968399,0.120824345159463
"mean_Annualtemp",-0.00606750947406996,0.00996735355933743,-0.0257453633042363,0.013386120092221
"mean_AnnualPrecipitation",-0.0151610099308901,0.128799061990173,-0.27051596772747,0.236024863097492
"mean_Abundance_estimate_1_1_matched",-0.0165476240228699,0.0323791063059142,-0.07903152640352,0.0479335081022062
"mean_Latitude_span",0.138972340648449,0.138415619227087,-0.134387352871519,0.410390718745109
"mean_Centroid_Latitude",-0.0104362223751155,0.0418135454979244,-0.0930483676393264,0.0716015951379125
"mean_Centroid_Longitude",-0.000271569813029671,0.000625963567073682,-0.00150688064718162,0.000967595116961236
