"","Overall"
"mean.Beak.Length_Culmen",51.0885089676209
"mean.Beak.Length_Nares",44.5163801330177
"mean.Beak.Width",54.1409654035728
"mean.Beak.Depth",54.7810935556006
"mean.Tarsus.Length",49.1722666998181
"mean.Wing.Length",58.129561334847
"mean.Kipps.Distance",68.6342959918936
"mean.Secondary1",47.0541957346133
"mean.Hand.Wing.Index",57.2123765081977
"mean.Tail.Length",50.2463795372526
"mean.Mass",52.1468289491107
"mean.Habitat.Density",69.3515038266552
"mean.Migration",33.6693820134455
"mean.Brain.Mass..g.",47.4387972000487
"mean.clutch.size",86.2250466553296
"mean.Maximum.longevity",75.769688553348
"mean.GenLength",52.5316097959782
"mean.Range.Size",58.6109727256393
"mean.Annualtemp",79.0972119920583
"mean.AnnualPrecipitation",67.966472626417
"mean.Abundance.estimate.1.1.matched",87.7438790893664
"mode.HabitatForest",6.03349746002193
"mode.HabitatGrassland",5.39677526008529
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.47572761432457
"mode.HabitatRiverine",0.335505934150957
"mode.HabitatShrubland",12.4006706460299
"mode.HabitatWetland",5.27475426427436
"mode.HabitatWoodland",2.67562414182998
"mode.Trophic.LevelHerbivore",59.3233175490573
"mode.Trophic.LevelOmnivore",7.10303732449796
"mode.Trophic.LevelScavenger",0.0215637682846601
"mode.Primary.LifestyleAquatic",0.953651434213647
"mode.Primary.LifestyleGeneralist",3.01319246119721
"mode.Primary.LifestyleInsessorial",8.86416970225058
"mode.Primary.LifestyleTerrestrial",15.2949156624083
"mean.Min.Latitude",88.5605558842091
"mean.Max.Latitude",67.8508329406573
"mean.Centroid.Latitude",72.0234031856093
"mean.Centroid.Longitude",100
