"","Overall"
"mean.Beak.Length_Culmen",46.1555458354766
"mean.Beak.Length_Nares",43.9830512581781
"mean.Beak.Width",53.6380255578949
"mean.Beak.Depth",44.6337349092296
"mean.Tarsus.Length",40.2262297071419
"mean.Wing.Length",40.632941583096
"mean.Kipps.Distance",46.2237430329965
"mean.Secondary1",41.1816329944435
"mean.Hand.Wing.Index",54.513853996636
"mean.Tail.Length",54.9814338168961
"mean.Mass",58.0832470182005
"mean.Habitat.Density",53.8168892414154
"mean.Migration",40.1304529458696
"mean.Brain.Mass..g.",43.8344584615811
"mean.clutch.size",49.5780117648396
"mean.Maximum.longevity",43.6125386707771
"mean.GenLength",43.6489663091528
"mean.Range.Size",56.0217911145248
"mean.Annualtemp",43.1303199021335
"mean.AnnualPrecipitation",57.7518604606667
"mean.Abundance.estimate.1.1.matched",83.217530148201
"mode.HabitatForest",4.81991452916614
"mode.HabitatGrassland",5.44392392307941
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",2.06906523165672
"mode.HabitatRiverine",0.0383763032126899
"mode.HabitatShrubland",3.39990363710649
"mode.HabitatWetland",2.87240974217484
"mode.HabitatWoodland",1.94815076580818
"mode.Trophic.LevelHerbivore",4.26873586896935
"mode.Trophic.LevelOmnivore",5.32204692958312
"mode.Trophic.LevelScavenger",0.0971930222388474
"mode.Primary.LifestyleAquatic",3.72897526171571
"mode.Primary.LifestyleGeneralist",7.77960422050786
"mode.Primary.LifestyleInsessorial",7.4286605146957
"mode.Primary.LifestyleTerrestrial",5.53776621963227
"mean.Min.Latitude",62.1369988013669
"mean.Max.Latitude",100
"mean.Centroid.Latitude",70.3539596214435
"mean.Centroid.Longitude",86.2062481172348
