"","Overall"
"mean.Beak.Length_Culmen",37.0420645133555
"mean.Beak.Length_Nares",44.7591423109172
"mean.Beak.Width",31.3840773344994
"mean.Beak.Depth",41.355100757504
"mean.Tarsus.Length",82.3162222652513
"mean.Wing.Length",67.9758045799071
"mean.Kipps.Distance",54.2702506101808
"mean.Secondary1",42.174008996239
"mean.Hand.Wing.Index",35.5455254696739
"mean.Tail.Length",40.6777327371044
"mean.Mass",100
"mean.Habitat.Density",52.2157997188362
"mean.Migration",16.755067975973
"mean.Brain.Mass..g.",55.6782184930255
"mean.clutch.size",31.701538550447
"mean.Maximum.longevity",78.3284436400711
"mean.GenLength",67.9581163338785
"mean.Range.Size",34.0987081039743
"mean.Annualtemp",20.9469545815186
"mean.AnnualPrecipitation",27.2491792075853
"mean.Abundance.estimate.1.1.matched",33.1023517574962
"mode.HabitatForest",9.26323783049776
"mode.HabitatGrassland",1.16721368423519
"mode.HabitatHuman Modified",0.0161268022883213
"mode.HabitatMarine",1.76143343897211
"mode.HabitatRiverine",0.17172716511693
"mode.HabitatShrubland",0.593798020690778
"mode.HabitatWetland",6.23140437720392
"mode.HabitatWoodland",0.669724058725811
"mode.Trophic.LevelHerbivore",3.57132519680943
"mode.Trophic.LevelOmnivore",3.62276653807688
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.834691913800438
"mode.Primary.LifestyleGeneralist",0.930648223277729
"mode.Primary.LifestyleInsessorial",17.866932898171
"mode.Primary.LifestyleTerrestrial",10.1581069727573
"mean.Min.Latitude",33.4982066085217
"mean.Max.Latitude",23.2896075939927
"mean.Centroid.Latitude",29.9016021499996
"mean.Centroid.Longitude",47.4054781080519
