"","Overall"
"mean.Beak.Length_Culmen",33.6755355295214
"mean.Beak.Length_Nares",29.0449082424342
"mean.Beak.Width",35.9233089007602
"mean.Beak.Depth",33.6604831366147
"mean.Tarsus.Length",34.471179317972
"mean.Wing.Length",29.4297913684321
"mean.Kipps.Distance",37.4841176870571
"mean.Secondary1",34.5078724502618
"mean.Hand.Wing.Index",36.4056908937186
"mean.Tail.Length",37.3949022400538
"mean.Mass",36.3064480570121
"mean.Habitat.Density",39.4001349355766
"mean.Migration",21.9050509077334
"mean.Brain.Mass..g.",32.6220011655822
"mean.clutch.size",49.1299344859207
"mean.Maximum.longevity",38.2090353030377
"mean.GenLength",43.1827963883967
"mean.Range.Size",36.1133867093826
"mean.Annualtemp",35.2622175597325
"mean.AnnualPrecipitation",73.529050468489
"mean.Abundance.estimate.1.1.matched",44.2766234394516
"mode.HabitatForest",4.11855157227946
"mode.HabitatGrassland",1.26044579261358
"mode.HabitatHuman Modified",0.00600317225265639
"mode.HabitatMarine",0.582598488489243
"mode.HabitatRiverine",0.104494567249246
"mode.HabitatShrubland",7.77138738724218
"mode.HabitatWetland",2.13691099134108
"mode.HabitatWoodland",6.33094657297776
"mode.Trophic.LevelHerbivore",16.5590187350031
"mode.Trophic.LevelOmnivore",4.51107860837038
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.677903149226147
"mode.Primary.LifestyleGeneralist",0.801831379212077
"mode.Primary.LifestyleInsessorial",8.09391944357883
"mode.Primary.LifestyleTerrestrial",7.05971564245718
"mean.Min.Latitude",41.1171160350609
"mean.Max.Latitude",53.8519649958355
"mean.Centroid.Latitude",45.5778603766173
"mean.Centroid.Longitude",100
