"","Overall"
"mean.Beak.Length_Culmen",61.9487563224696
"mean.Beak.Length_Nares",56.8729425091219
"mean.Beak.Width",50.9108623432537
"mean.Beak.Depth",70.6860794593375
"mean.Tarsus.Length",69.2835564435669
"mean.Wing.Length",100
"mean.Kipps.Distance",92.0726307323898
"mean.Secondary1",68.7288957407408
"mean.Hand.Wing.Index",70.4287792234968
"mean.Tail.Length",41.69986721576
"mean.Mass",79.7959343741985
"mean.Habitat.Density",36.9666388466165
"mean.Migration",24.3002608506839
"mean.Brain.Mass..g.",66.7692356002367
"mean.clutch.size",31.3297303681913
"mean.Maximum.longevity",72.4171410319854
"mean.GenLength",81.5336475710501
"mean.Range.Size",41.6905411670529
"mean.Annualtemp",36.0022088584535
"mean.AnnualPrecipitation",36.6938452448518
"mean.Abundance.estimate.1.1.matched",30.3616484498596
"mode.HabitatForest",15.3029367957862
"mode.HabitatGrassland",2.56016256157112
"mode.HabitatHuman Modified",0.117894881905395
"mode.HabitatMarine",4.13653719282089
"mode.HabitatRiverine",2.30176963374682
"mode.HabitatShrubland",5.08833059517446
"mode.HabitatWetland",9.48667804244138
"mode.HabitatWoodland",3.60618053401899
"mode.Trophic.LevelHerbivore",12.6347681491058
"mode.Trophic.LevelOmnivore",5.59538737046273
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",3.95084621599953
"mode.Primary.LifestyleGeneralist",1.47611825357601
"mode.Primary.LifestyleInsessorial",13.8209874632977
"mode.Primary.LifestyleTerrestrial",5.77800915302271
"mean.Min.Latitude",44.0237488387704
"mean.Max.Latitude",35.1539026153746
"mean.Centroid.Latitude",36.5926081640662
"mean.Centroid.Longitude",33.7496844120401
