"","Overall"
"mean.Beak.Length_Culmen",52.4841026056422
"mean.Beak.Length_Nares",50.5513483039007
"mean.Beak.Width",73.6228987795666
"mean.Beak.Depth",61.0305392446515
"mean.Tarsus.Length",56.9544865874518
"mean.Wing.Length",57.8579214192986
"mean.Kipps.Distance",49.5322888938843
"mean.Secondary1",50.7330964137264
"mean.Hand.Wing.Index",59.9179745881796
"mean.Tail.Length",53.6903600303942
"mean.Mass",57.5866125085022
"mean.Habitat.Density",50.1709777632623
"mean.Migration",41.4027993567932
"mean.Brain.Mass..g.",61.0744669174899
"mean.clutch.size",100
"mean.Maximum.longevity",70.602180751295
"mean.GenLength",74.170593500716
"mean.Range.Size",60.0852734743204
"mean.Annualtemp",70.1124207961755
"mean.AnnualPrecipitation",87.9574668805502
"mean.Abundance.estimate.1.1.matched",71.0892042551388
"mode.HabitatForest",7.21629285810603
"mode.HabitatGrassland",2.05713424202939
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",4.92505690646103
"mode.HabitatRiverine",0.325538483283668
"mode.HabitatShrubland",1.84606311588962
"mode.HabitatWetland",11.2952054655333
"mode.HabitatWoodland",9.98855537423529
"mode.Trophic.LevelHerbivore",6.72494495897858
"mode.Trophic.LevelOmnivore",5.59771339883961
"mode.Trophic.LevelScavenger",0.0450751370659948
"mode.Primary.LifestyleAquatic",2.47717550749039
"mode.Primary.LifestyleGeneralist",7.46037249589307
"mode.Primary.LifestyleInsessorial",6.50807185558437
"mode.Primary.LifestyleTerrestrial",7.95409951092229
"mean.Min.Latitude",83.8396205013952
"mean.Max.Latitude",94.8297890066749
"mean.Centroid.Latitude",96.1221896733604
"mean.Centroid.Longitude",97.704586253372
