"","Overall"
"mean.Beak.Length_Culmen",51.199651940222
"mean.Beak.Length_Nares",58.0416064287222
"mean.Beak.Width",56.8576814705566
"mean.Beak.Depth",67.5153142620586
"mean.Tarsus.Length",65.1638187916662
"mean.Wing.Length",87.9320242481417
"mean.Kipps.Distance",100
"mean.Secondary1",76.3521353901404
"mean.Hand.Wing.Index",62.3415161156369
"mean.Tail.Length",60.3881885928508
"mean.Mass",85.5497609471576
"mean.Habitat.Density",38.7479526548677
"mean.Migration",31.0260512669522
"mean.Brain.Mass..g.",70.3518851933635
"mean.clutch.size",45.2886502577258
"mean.Maximum.longevity",63.7084327224725
"mean.GenLength",60.4550733068116
"mean.Range.Size",53.9902299544019
"mean.Annualtemp",44.5487043135034
"mean.AnnualPrecipitation",54.6782176867636
"mean.Abundance.estimate.1.1.matched",39.8192955643402
"mode.HabitatForest",5.8364878389205
"mode.HabitatGrassland",7.31524081761761
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",3.96650083852764
"mode.HabitatRiverine",0.611514304049723
"mode.HabitatShrubland",3.28225120303952
"mode.HabitatWetland",5.64690669874905
"mode.HabitatWoodland",2.40208390147864
"mode.Trophic.LevelHerbivore",5.10192876758478
"mode.Trophic.LevelOmnivore",5.95179462142804
"mode.Trophic.LevelScavenger",0.0898840658405582
"mode.Primary.LifestyleAquatic",2.72437559664435
"mode.Primary.LifestyleGeneralist",2.59520871698016
"mode.Primary.LifestyleInsessorial",9.26528319334771
"mode.Primary.LifestyleTerrestrial",5.23837572089575
"mean.Min.Latitude",57.4365723437198
"mean.Max.Latitude",51.9880053069263
"mean.Centroid.Latitude",55.8064673877378
"mean.Centroid.Longitude",53.8990635174126
