"","Overall"
"mean.Beak.Length_Culmen",63.2287700482317
"mean.Beak.Length_Nares",69.2098443238349
"mean.Beak.Width",44.9486958148281
"mean.Beak.Depth",46.2000857145791
"mean.Tarsus.Length",64.1095582268603
"mean.Wing.Length",53.8103899876806
"mean.Kipps.Distance",100
"mean.Secondary1",41.9135592699143
"mean.Hand.Wing.Index",74.7791736630592
"mean.Tail.Length",70.1409614341707
"mean.Mass",39.5865269988994
"mean.Habitat.Density",90.6143185584925
"mean.Migration",59.8458680101731
"mean.Brain.Mass..g.",32.3063885868364
"mean.clutch.size",50.3167852437828
"mean.Maximum.longevity",52.3058397003763
"mean.GenLength",48.0095348826397
"mean.Range.Size",72.4928325420036
"mean.Annualtemp",78.0462047522213
"mean.AnnualPrecipitation",59.5881586225278
"mean.Abundance.estimate.1.1.matched",97.1855317023739
"mode.HabitatForest",7.19700030662154
"mode.HabitatGrassland",5.3228672094698
"mode.HabitatHuman Modified",0.0146075489707701
"mode.HabitatMarine",4.20879787211809
"mode.HabitatRiverine",0.377397269823766
"mode.HabitatShrubland",7.42419576034956
"mode.HabitatWetland",10.6027081595774
"mode.HabitatWoodland",1.28382767951897
"mode.Trophic.LevelHerbivore",19.235953377903
"mode.Trophic.LevelOmnivore",3.25393122514894
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",1.78131504452209
"mode.Primary.LifestyleGeneralist",1.19032544003457
"mode.Primary.LifestyleInsessorial",9.90877172263866
"mode.Primary.LifestyleTerrestrial",5.58788424010246
"mean.Min.Latitude",48.276062632896
"mean.Max.Latitude",78.0839899834857
"mean.Centroid.Latitude",58.4187449655761
"mean.Centroid.Longitude",49.1032455948792
