"","Overall"
"mean.Beak.Length_Culmen",27.9860347929356
"mean.Beak.Length_Nares",26.4808898781077
"mean.Beak.Width",30.5075828137683
"mean.Beak.Depth",27.7282835872482
"mean.Tarsus.Length",22.2522896413212
"mean.Wing.Length",30.6130669402572
"mean.Kipps.Distance",48.100162655194
"mean.Secondary1",25.7265427306989
"mean.Hand.Wing.Index",33.2407582538807
"mean.Tail.Length",35.6685194976917
"mean.Mass",24.9012830091711
"mean.Habitat.Density",34.4783923836737
"mean.Migration",46.6016799657477
"mean.Brain.Mass..g.",31.4938736367257
"mean.clutch.size",28.8052097494178
"mean.Maximum.longevity",24.6787865966259
"mean.GenLength",32.704265464024
"mean.Range.Size",52.5808377045192
"mean.Annualtemp",36.3978575788733
"mean.AnnualPrecipitation",63.0863951398871
"mean.Abundance.estimate.1.1.matched",43.4121301704809
"mode.HabitatForest",4.93759672358039
"mode.HabitatGrassland",0.572959045147784
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.99954788572734
"mode.HabitatRiverine",0.454594150148979
"mode.HabitatShrubland",4.52690144133418
"mode.HabitatWetland",2.13676557848346
"mode.HabitatWoodland",2.74736936710064
"mode.Trophic.LevelHerbivore",3.73289660072925
"mode.Trophic.LevelOmnivore",2.96301781630048
"mode.Trophic.LevelScavenger",0.266760473209819
"mode.Primary.LifestyleAquatic",2.80565864843401
"mode.Primary.LifestyleGeneralist",0.749448719099806
"mode.Primary.LifestyleInsessorial",3.85404033637246
"mode.Primary.LifestyleTerrestrial",4.33557235798988
"mean.Min.Latitude",47.8998604464567
"mean.Max.Latitude",79.3926259091808
"mean.Centroid.Latitude",60.4806432880935
"mean.Centroid.Longitude",100
