"","Overall"
"mean.Beak.Length_Culmen",84.32153251955
"mean.Beak.Length_Nares",100
"mean.Beak.Width",79.1512833871098
"mean.Beak.Depth",71.492506345619
"mean.Tarsus.Length",64.250039067876
"mean.Wing.Length",85.848067105563
"mean.Kipps.Distance",71.29211746511
"mean.Secondary1",85.4330225653496
"mean.Hand.Wing.Index",64.4884784200065
"mean.Tail.Length",83.8721830476528
"mean.Mass",91.4776205704441
"mean.Habitat.Density",55.9212264315517
"mean.Migration",39.356002003686
"mean.Brain.Mass..g.",61.7546556971191
"mean.clutch.size",61.0754971584724
"mean.Maximum.longevity",81.6517147152891
"mean.GenLength",92.2675172149483
"mean.Range.Size",95.0707650358171
"mean.Annualtemp",67.5904042409185
"mean.AnnualPrecipitation",62.3688241894013
"mean.Abundance.estimate.1.1.matched",59.182721568668
"mode.HabitatForest",6.74760862082831
"mode.HabitatGrassland",2.76171321423283
"mode.HabitatHuman Modified",0.619182913357487
"mode.HabitatMarine",1.02031707871887
"mode.HabitatRiverine",0
"mode.HabitatShrubland",7.92945966437664
"mode.HabitatWetland",6.88249215600211
"mode.HabitatWoodland",9.54215451594452
"mode.Trophic.LevelHerbivore",10.9087818882581
"mode.Trophic.LevelOmnivore",11.589117383066
"mode.Trophic.LevelScavenger",0.878295222265212
"mode.Primary.LifestyleAquatic",1.54708354519822
"mode.Primary.LifestyleGeneralist",7.70608084888577
"mode.Primary.LifestyleInsessorial",9.83785090161813
"mode.Primary.LifestyleTerrestrial",6.78779593613493
"mean.Min.Latitude",61.6291215274694
"mean.Max.Latitude",60.5744620190876
"mean.Centroid.Latitude",55.6547434315448
"mean.Centroid.Longitude",78.0678955882052
