"","PC1.dn","PC2.dn","PC3.dn","PC4.dn","PC5.dn","PC6.dn","PC7.dn","PC8.dn","PC1.ds","PC2.ds","PC3.ds","PC4.ds","PC5.ds","PC6.ds","PC7.ds","PC8.ds","PC9.ds","PC10.ds","PC1.dnds","PC2.dnds","PC3.dnds","PC4.dnds","PC5.dnds","PC6.dnds","PC7.dnds","PC1.ran","PC2.ran","PC3.ran","PC4.ran","PC5.ran","PC6.ran","PC7.ran","PC8.ran","PC9.ran","PC10.ran","PC11.ran","PC12.ran","PC13.ran","PC14.ran","PC15.ran","PC16.ran"
"Thinocoridae",-0.0523243885446512,0.0640510009040531,0.0331392931867639,0.0101297258484879,-0.0279483844020911,0.0375433897704374,-0.0476357159125215,-0.0337149057421227,0.0279530499860426,-0.0363685279075156,0.0312005384431166,-0.000450711193815376,-0.0221235065955732,0.005241794755138,-0.0223296946539312,-0.0087040469974272,-0.00926855446748613,0.00586756967484352,-0.0525101698705538,-0.0597323235059899,0.0458965778971919,-0.0143789268567637,0.0793594815968971,0.00116108973090059,-0.00493303372889719,-0.0608770909439935,-0.0189713018257718,0.0683056197000221,-0.000564611976173866,-0.022688551832691,0.0277100383136132,0.0105875660984208,0.0327297382418802,0.118993603349754,-0.00186279621033195,-0.0175719024580428,0.0213562930320556,0.00863016275315808,-0.0118254626984296,0.0514902598261009,-0.0173858353971774
"Jacanidae",-0.0498551791016968,0.0623879512959766,0.0412955538812597,-0.00524627115067933,-0.00737852904239645,-0.0431227170270938,0.0723299509368803,0.0631554717930864,0.0262586712494915,-0.0343780682723335,0.0286117836447239,-0.000751938893001589,-0.00765785757771585,-0.0098561947126866,-0.0180763895573056,-0.0170777642222555,-0.0199042983183758,0.0042723610938312,-0.0484294270879887,-0.0541640366588095,0.0601992109786055,0.00472680946466728,-0.0944611510040399,0.00578159094558943,0.0373046491131404,-0.0656578015693031,-0.0173837701854729,0.0897926636478157,0.0351340646669273,-0.0490943014782736,0.0400599784378563,0.0309023188246394,0.044827047879609,0.154792958772669,-1.7678648916282e-05,-0.0162087635570885,0.030212133155598,0.0018571537536609,-0.0355281553701855,0.0703496264253679,-0.0300606372251311
"Rostratulidae",-0.0521095297330929,0.0674582442457593,0.0481495567677524,-0.0151401339840943,-0.00750850569628594,-0.0391408932696687,0.0662897869396612,0.0593314434454123,0.0368231355796343,-0.0430379368888824,0.0278932198801264,-0.00476791381573343,-0.0122611797592692,-0.00313676809196087,-0.0210634695093552,-0.00447477668327801,-0.0108721169866485,0.0039987823786022,-0.0535650163188286,-0.0613807248778208,0.0719568240652276,0.00468081806950836,-0.101508422088741,-0.000906704019994433,0.0393112419490201,-0.0569846492688123,-0.0162031251829456,0.0568130699654158,-0.0192279679024654,-0.0276400102109059,0.00780006301868841,-0.00267152863208072,0.0421549592608552,0.0748535187766377,-0.00503088689452721,-0.0147439677179171,0.0182463546436945,0.00694182021010144,-0.0218080247498778,0.0395406555316657,-0.0152667978236497
"Turnicidae",-0.0409159387579862,0.0375641840013481,-0.0251217475381701,0.0549185898180636,-0.0197154800453144,0.0186223750519149,-0.00987335245185712,0.00978910558855752,0.0431266742770964,-0.0259839295468818,0.0374095319077087,-0.00934534810303999,0.0074020569198835,0.0180791268354711,-0.00776310053961218,-0.0326911269064472,0.00496611745466702,0.00415638970355636,-0.0609126443435973,-0.0455859458348509,-0.038441843204006,0.0195697793309227,0.0425040743132524,0.0855980190245854,0.0458455446468852,-0.0407602506877029,-0.0140658139285679,0.0470566172987878,0.0290190718410771,-0.00301453462946089,0.0256133951361959,0.0212082684825031,0.00478930865175395,0.0336415579092898,0.00969005835239751,-0.00267526900419064,0.0151794866723922,-0.00358849504864181,0.00111084905184735,0.0104550045173488,-0.0114419663767138
"Dromadidae",-0.0523282869705288,0.0687528169470875,0.0941190910434866,-0.0805077886256205,0.0217913692323602,-0.00364133260426552,0.0490294484244758,-0.0115680403154764,0.0363206943961155,-0.0483625977020348,0.0369840465883567,-0.0199367335937456,-0.0233395501468135,0.00324560817770901,-0.0335849450746056,-0.00837839803732247,-0.0106772667239093,0.0117413622084605,-0.0537800182486508,-0.0674813336066437,0.0988904572899014,-0.00125641406693163,-0.0467287644033939,-0.0849778959896692,-0.0111585367747363,-0.0703868586445171,-0.0160068503386422,0.0812633085663848,-0.03638811591335,-0.00220272511891897,0.00618295061429792,-0.0602822082997964,0.0373513042150888,0.0270125354675999,-0.0342269486651116,-0.0166881360405927,-0.000610030978274161,0.037303429426714,-0.031675471463779,0.0330909902971653,0.0465627175894035
"Glareolidae",-0.0522000654042415,0.0677589883078552,0.0668173136949814,-0.0506956462315491,0.00261513105703467,-0.00154257594118338,0.0339936875189795,-0.0105412312730747,0.0300846653040961,-0.0495259176183916,0.0273483186258412,-0.0265310235444596,-0.0200059268199826,-0.00847699462547435,-0.0238826480775862,-0.00708468558548027,-0.0131985987082739,0.0087042441764907,-0.0583357702411471,-0.0695700134334419,0.0851774431380169,-0.00184305926054668,-0.0148317955960173,-0.0490888234186286,-0.00868038439736441,-0.0270819762202368,-0.00857449317166655,0.0267753393022045,-0.00990313047990429,-0.000992156019310231,0.00111915767642804,-0.0102148897978179,0.0105756031622901,0.0103005985528589,-0.00470517013128536,0.000646567415535267,-0.000579893645851642,0.00571210780668007,-0.0101026794040285,0.0055411226702481,0.00907624783022437
"Stercorariidae",-0.0521945694995586,0.0589360983224728,0.109419647504024,-0.0537867147278462,0.103396595588392,0.0792353458638614,0.0867309415538809,-0.0727597804427805,0.0466038896468812,-0.0517868216296175,0.044671239574431,-0.0353013500432478,-0.0124028021535769,0.0169190480989943,-0.0164324759916669,0.00387404187754153,-0.00570760357286692,0.0110759443906988,-0.063992613978691,-0.0698174174402918,0.0674459586053804,0.119356918201863,0.0384721109962561,-0.110156972606765,0.0857125383846567,-0.0700441198023766,-0.0193752674489675,0.0787707919745836,-0.037721439704116,0.0105533939499857,0.0134744417808343,-0.0507488628128967,0.0329734290869801,-0.00477838578004565,-0.0214103725706397,-0.0125765233015919,-0.0286776911124159,0.0581182664385865,-0.0357154693445165,-0.00986586006558991,0.0354181041470362
"Alcidae",-0.0506321941948735,0.0553415146167413,0.0972892890948032,-0.0635470780855267,0.0949106737723631,0.058171819407688,0.0696955088790939,-0.0697016671697744,0.0409858212545035,-0.0593288890473481,0.0371743908592632,-0.0293183728886602,-0.00570187778984949,0.00777982140194394,-0.0223061342238109,0.00082165549177189,-0.00653897055934396,-0.00198589093228971,-0.0590633153433346,-0.059540179930971,0.0848827461596983,0.0860670789423868,0.064540939436613,-0.0890120034301742,0.0489135988140589,-0.025793672453139,-0.00774531993441819,0.0319418498456872,0.00150807214838251,0.00156794022665272,0.0111598025341022,-0.0144106702526889,0.00984827049377871,0.00790033648291802,-0.00404674439754735,-0.00757466354735431,0.00403293354772451,0.01040603034379,-0.011810097399807,0.00514055547004768,-0.000285891256892938
"Laridae",-0.0693875410163109,0.0644250296640184,0.108091769188499,-0.0573183043164763,0.152169940275187,0.107400014012942,0.106956922483633,-0.080210461325234,0.0502707912564502,-0.0709471726945865,0.0361776665688299,-0.0381771392648717,0.0183223455102541,0.00640658941952266,-0.0210852411227947,-0.000876980043374672,-0.0319458857398,0.0108056462539709,-0.0702576344372875,-0.0577463829159957,0.0812960999113091,0.15803602456971,0.063751118562515,-0.116003888238993,0.0848502632483085,-0.0295335501222728,-0.0107100075006512,0.0333677081526391,-0.00765779048875588,-0.000427957231546307,0.00433435521504355,-0.0215638304111677,0.00442577409605105,0.000280601274725983,-0.00604048986077062,-0.00531715549487734,0.00589563951018473,0.0146001336869841,-0.0106027767145338,0.00569405458190424,0.00173669883212083
"Caprimulgidae",-0.0560573758703698,0.0610593414429341,-0.0424039610102157,0.0548163374231389,-0.000201524222606582,0.0298171782312197,-0.00362257501557381,0.0170987530084026,0.0712873616156815,-0.0543402069865961,0.0721865529519354,0.00958661131478505,-0.00265155672208756,0.0201261185316677,-0.00263120252441967,0.00896331227154618,0.00346748811605935,-0.000644482116354795,-0.0584818989014551,-0.0540518337534408,-0.0312825908428183,0.0325130490867352,0.0162571442782044,0.0241026035883152,0.024402878442457,-0.0631630373827381,-0.0159238626849509,0.067940100952372,-0.00350033501436009,-0.00247628580014687,0.00359421025941936,0.0122741136153674,-0.0134783768101925,-0.0105712966381486,0.0166277176102543,0.000996821476519822,-0.00533701171429404,-0.00334252160450702,0.0112925167686274,-0.00855285030470174,0.00978368037345754
"Steatornithidae",-0.0506000326484218,0.0649262514294587,-0.00742387744234702,0.041241064430374,-0.0333406216103266,0.00112405703023166,-0.0150922062636954,0.0242515178284052,0.0375538842935034,-0.0381381929235565,0.0341557437930886,-0.00281665542439836,-0.0122940329004295,-0.00550008668135995,-0.0200302600148353,0.00189639626543239,-0.00269395074441637,-0.00205953193566181,-0.0571623575224531,-0.0679600784505111,0.00422199857373198,-0.00710238995973821,0.00224240649326688,0.0410640431921547,0.0174472277468925,-0.0503558603467686,-0.0135482120586946,0.0485387757334587,-0.0148769963164441,0.0025092466533106,0.0149791291911038,-0.00803008705230215,0.00158202844194983,-0.0131573977939692,0.00182771252981001,0.00392867407606738,-0.00597679288874104,0.00104546117915311,-0.0138384789381473,-0.011097226310441,0.000991079151259304
"Nyctibiidae",-0.0464952102005568,0.0628740867661591,-0.0176618726670682,0.0364256601737447,-0.0361870460333178,-0.00233324686574332,-0.00571788756245101,0.0284221956428473,0.0390427033023536,-0.0414490025451259,0.0483485586006135,-0.0057036447203156,-0.00905614583163053,0.00276872023634233,-0.0159208313055793,0.0021278595338438,0.00346018782938598,-0.010733037180854,-0.0469925588049014,-0.0595773773439581,-0.0117523751236818,-0.00539811105173961,-0.00980419408036171,0.039208113888748,0.0190540631930981,-0.0557033987620166,-0.0105448850476504,0.070667085038324,0.0137881815625629,0.0178562265848271,0.0167593415511673,0.0202384160486224,-0.0183217252040574,-0.00653263473680846,0.00941838421449812,0.00187401282192627,-0.00243289598902193,-0.00306152076244954,0.0134064604158625,-0.0232515996622031,-0.00692914678340114
"Podargidae",-0.0491287851036337,0.05966149180666,-0.0384252912466181,0.0282458108255166,-0.0183836663596176,-0.0247889771700968,0.031850400331323,0.0467134941154951,0.0547439249552681,-0.0364577531538642,0.0620979602441004,0.022655773015688,-0.0137326787175723,0.0112270385306241,-0.0128444452347008,0.0019532214086304,0.00520020131125229,-0.00880050336978085,-0.0615083521857938,-0.06952338817087,-0.0321114625454358,0.0140760923363915,-0.0761850253466909,0.0426578644269744,0.0399852017010218,-0.0511350826877066,-0.0113625162075729,0.0546956352273603,-0.00150436957901457,0.003482971353372,0.00678726289835624,0.0248429087537282,-0.00889463106533294,0.00367344694543583,0.0112554741807257,0.00160553700949564,0.00184765191527628,-0.00689165584337264,0.00221062660143215,-0.013414852840432,-0.00773960079683535
"Aegothelidae",-0.0519745215626715,0.0706241130663231,-0.0363761721797588,0.0378335367514962,-0.0412746530453396,0.0114239518985195,-0.044060815079365,0.010586114288903,0.069579542796822,-0.0512059948157093,0.0688912456526761,0.0409363466049927,-0.0616116184398516,0.000795665355333148,-0.0359665841909086,-0.013792982893668,0.00949448934301682,-0.0264462435191137,-0.0570005649525422,-0.0746815650796548,-0.0233147482832143,-0.0136281077929557,0.0362384216780785,0.0312388390199261,-0.00509995512582534,-0.0792788886649273,-0.0201779913866251,0.0904801833240749,0.0164759285249605,-0.00415682546156185,0.0225478213691693,0.0389151731921812,-0.0109614253280274,-0.0155832044675123,0.022524464221461,-0.0189634835139836,0.000654705226868217,-0.0289521637075133,0.0180767406981076,-0.0167029941170546,-0.00576348814107283
"Apodidae",-0.0464183091068467,0.054511968385657,-0.0170449635195237,0.0547784295374073,-0.0460083006698376,0.00882493518315916,-0.0380956486672176,-0.00378478140068762,0.0612263130900625,-0.0524185250180402,0.0594287661825705,0.0471538726877674,-0.0457494178613549,0.00485427965224523,-0.0286395542730528,0.0011340130474851,-0.000610680726593856,-0.0114869419364857,-0.0502157000287961,-0.0519001000851049,0.00458886783348569,-0.00165962862343257,0.0521783616629443,0.0596673412654169,0.00133627887429848,-0.0556548334649392,-0.0202985585099469,0.0337823206057804,-0.0238285364106784,-0.0268007774248793,0.0287333119185615,0.0104666436068234,-0.00538313901882891,-0.00139487279481262,-0.00181832364264049,-0.00399766977999447,0.0132787248758913,-0.00381964124145606,-0.00458738893001319,-0.00881659721854204,-0.0125157656433955
"Trochilidae",-0.0422057669409414,0.0481944091049626,-0.0226599657330955,0.0502931819255188,-0.0438503683886574,0.0141327955300544,-0.0349357476029397,-0.00156208371051192,0.0486354156625679,-0.0360837981634514,0.0308676574348358,0.0228588235455277,-0.035296478463379,0.0135040596357583,-0.018624591855919,-0.00380991617626742,-0.00470698583142407,-0.0142408820684129,-0.0449977374701001,-0.0474559670975876,-0.00194734747737434,-0.000709285346595399,0.0546095808840198,0.0567753663065377,0.0129973314411737,-0.0445829484626619,-0.0137455875642176,0.028693373761274,0.00599019749293633,-0.0113242271372617,0.0274313153042598,0.0158968807377629,-0.00761922801516627,-0.00467594686104209,0.00362607376445321,-0.00646052053046976,0.00551295949272698,-0.00546471411668144,-0.00425422506117822,-0.00639238102967852,-0.0177225507249411
"Phaethontidae",-0.0426455008946388,0.0705481379881783,0.0107903922647585,0.00584193009578337,-0.0840160317367362,-0.0147492250276325,-0.0893547800478908,-0.0604965518495915,0.0321946515802358,-0.0285652252195685,0.0289067554899278,0.0240581687598794,-0.0434103923580567,-0.00119895274659886,-0.0378445933525892,0.00290984349849706,-0.0105521152800442,0.0225023486919919,-0.0499914661349966,-0.0882860631110349,0.0443434660039785,-0.101858569968604,0.0891590924364024,0.0444648960021416,-0.049298258747211,-0.053655818103369,-0.0164226680434582,0.0534945602545032,-0.0274721509923108,0.0155604779950634,0.00944625241922867,-0.0240784630579431,0.0264834375111602,-0.0162468582712882,-0.004793711214515,0.0168307740404255,-0.00477426783124296,0.00511955454558672,-0.00772665958068863,-0.0125008318001285,0.0130384677234788
"Eurypygidae",-0.0376650260764772,0.0589139146768051,0.0353379847113801,0.000220196947485362,-0.0872691104852273,-0.0211583805845013,-0.0856815906520515,-0.0562155750192133,0.0196214484410559,-0.0287226623590709,0.0139094935591933,-0.000873804587719275,-0.029433036253086,-0.00712242726931886,-0.0322674044333509,-0.0087730992485789,-0.0166437366723418,0.0145295825785039,-0.0393331260051455,-0.0641831115167079,0.0592162598963357,-0.09356693063471,0.0783629298074718,0.0573212410337929,-0.0351451105202556,-0.0590011102496968,-0.0250973244180982,0.0634459561583553,-0.0316495165038876,-0.0101929427754632,0.0102272367253014,0.0295935582252406,0.0421685406821364,0.0323366802166352,-0.00300115697061292,-0.00282434922306361,-0.0119886321110164,-0.00246178156663244,-0.000115477029662404,0.0115829037308089,0.00176153066770066
"Rhynochetidae",-0.0391784915870668,0.0617578908574016,0.0399951537025254,-0.00706028372061497,-0.0806807511017253,-0.0231364177894808,-0.0937412144158979,-0.0587062957981516,0.019934130993836,-0.0302262408015483,0.0121298637106908,0.00519195887838721,-0.0256930116317476,-0.00423664767519224,-0.0269006960983626,-0.0122306939551648,-0.01983048039617,0.0154777463283602,-0.0400881396275238,-0.0677001957280326,0.0707423185359383,-0.090479879742198,0.0666623390457169,0.0495387479024258,-0.049331532981266,-0.0676208034583622,-0.0236633527808103,0.0688913659556065,-0.0333817797523718,-0.0173046937941664,0.0184623604332916,0.0207770941420692,0.0661083091032574,0.044399686497888,-0.00928517525137832,-0.00776013975318255,-0.0150626770154774,-0.00631075968642756,-0.0108492065342574,0.0181639389500499,0.0192161975779808
"Gaviidae",-0.0442115205187368,0.0849777506588509,0.0114727998805549,-0.0113287136035105,-0.088648309903161,-0.0157543872312107,-0.108002935022888,-0.0492088549143065,0.0257087908678298,-0.0443015310744561,0.00977820206915666,-0.00388375930566812,-0.0461508662292242,-0.0184057240996855,-0.0388710818749566,0.00622133781085445,-0.0126652005165743,0.015092699469303,-0.0526846912679241,-0.104629285235293,0.0470474894523938,-0.128903254502248,0.103144140330995,0.0332940632261715,-0.0566577203334129,-0.0566320315407758,-0.0135527575027796,0.0635595945761672,-0.033576132755057,0.0177736899838899,-0.00429909655867066,-0.0350164767718491,0.015846758342091,-0.0197135265955557,-0.00492381436983406,0.00793502310702974,-0.00836424901342667,0.00779044977787433,-0.00399316841215134,-0.00207789888262845,0.0217026359945619
"Spheniscidae",-0.0594204191594441,0.0899298650010248,0.0343115458396443,-0.0305787275133384,-0.0137458773510987,0.0358671915071061,-0.0335987986575081,0.00289298220911942,0.0416185386294757,-0.070409674728849,0.035124792297824,-0.0282205846989041,-0.0262790163824826,0.00256278857724136,-0.0352371665446152,0.00185642958334985,0.00200792397957483,-0.00603593655160246,-0.0554286457206749,-0.0814141971369446,0.0407243699564587,-0.00914112626498914,0.0337209549758048,-0.0504635248802113,-0.0096316998944041,-0.0581127144373353,-0.0158715493539465,0.0664854449420166,-0.0351620024581032,0.0136886276401738,0.00426250851416942,-0.0314403415452858,0.0210367487926826,-0.0315358192006826,0.00238047991089244,0.0192569451159852,-0.0110109753235202,0.012342428412449,-0.00998969472716073,-0.00699211869191421,0.0236189799525273
"Diomedeidae",-0.0454445548971866,0.07738082059967,0.0651814088448638,-0.11729277750761,0.014854464645549,-0.0549418868904895,0.114548010380371,0.0935489771191301,0.034951514740635,-0.0630930449655306,0.0402635344862806,-0.0310924119392926,-0.0131119214893465,0.00525386034683083,-0.0405473224520419,0.000278715803173503,-0.0087269143306828,0.0110935842839098,-0.0456700545402602,-0.0704060502356153,0.0753898801197761,-0.0246384382787571,-0.182937307261563,-0.100267648506424,0.0134323837658866,-0.0251192552954634,-0.00682704879649452,0.0291563876721066,-0.0166887281861194,0.0123252722739828,-0.00231038409448465,-0.0214960894674419,0.00661875811866848,-0.0158040211217391,-0.00712277714797211,0.00799378971481261,-0.00518733858372429,0.0110807661173587,-0.00489409283950222,0.00357984270667786,0.0146939899767772
"Oceanitidae",-0.0619724689025078,0.0865361276115963,0.0409359045891207,-0.0356477089208592,0.0264345009168608,0.0118593210574852,0.0339016727135154,0.0595070443772327,0.0487317122423965,-0.065316911735468,0.0437482252151677,-0.0371165985886318,0.00544614738683364,0.0069284663727255,-0.0295968962054142,0.00209764102665231,-0.00393443801893207,0.0118623401306556,-0.0601009855355784,-0.0715734331405098,0.0290369372749357,0.0311268542842029,-0.0469636709730904,-0.0704722149613387,0.0139200741000149,-0.026483521241087,-0.00945187099011439,0.0269857229257715,-0.0165414904578781,0.00141090497308775,0.00174828394992749,-0.00517347838835596,0.00570630632035698,-0.00292059315005993,-0.00366751156550894,0.000806815567080443,-0.00048251092669403,0.00691903054002653,-0.00192557472357987,-0.0046242107693713,0.00435085412579334
"Hydrobatidae",-0.0529372464880625,0.0775770909520312,0.0608572431450326,-0.0641258582523381,0.0236260607118544,-0.00931766233809648,0.0379141218984539,0.0376919797672007,0.0380017841172963,-0.0568024932391758,0.0366708139792329,-0.0305970842770274,-0.0214531580134355,0.000186157629327649,-0.0374444264600762,0.00621265313243833,-0.0139390446562867,0.00521827260139979,-0.05340877181629,-0.0737418891049711,0.0554196566123354,0.00443366688666449,-0.0602674724226225,-0.0645185792373427,-0.00256857205274117,-0.0646622099793369,-0.0204333768138353,0.061446604456987,-0.0599345194879697,0.00941384607463702,0.0163449556784665,-0.0297684682640382,0.024250697986594,-0.0228886487134518,-0.00732810976941312,0.0104709816018827,-0.00739028562032575,0.01118073973947,0.00933393139647733,-0.000290020387794708,0.0129457476703748
"Procellariidae",-0.0519679141616857,0.0709160936113155,0.0631177753148864,-0.0588468157536943,0.0181377363045942,-0.00860231328742451,0.0300452838824426,0.0357785867372281,0.0388525130055973,-0.0645006921391359,0.033340541892075,-0.0319325494344027,-0.0173115392081719,-0.00386773321617148,-0.0325012296104138,0.00492917112537033,-0.0125693081091369,0.0138143044406704,-0.0540119598737774,-0.0676536793465257,0.0488149162366881,-0.0144113598947597,-0.0543952110796357,-0.0650062859739809,0.0025891281259925,-0.0261036426377624,-0.00884953249125873,0.0242468692428674,-0.0219192976047403,0.0058204952772909,0.00264389860903018,-0.0100160545596268,0.00526925052256049,-0.0120573926299743,-0.00189817561941617,0.00320327927173887,-0.00700379576001639,0.00378477916459051,-0.00831030129107985,-0.00641920047749936,0.00569061132238032
"Ciconiidae",-0.0626379767230242,0.0905858527600465,0.014011837196903,-0.0282587661217803,-0.03058858416359,0.0239887587981041,-0.0541587924217264,0.00380159828562881,0.0411992716976059,-0.0596700514679628,0.0325402080567526,-0.0123902909489495,-0.0303444200338409,-0.00137696255935663,-0.0372540034135699,0.00936642346009946,-0.00824814889705437,0.00538159072072505,-0.0637828580791903,-0.0863311140516162,0.0325641826692679,-0.0311650613795343,0.0322946392808014,-0.0503233148761415,-0.0350967439012128,-0.0663082372218713,-0.0177044103875956,0.0850653007489677,-0.0256643513082792,0.0271978641399676,-0.000300073848788931,-0.0338426422707812,0.0184367198206045,-0.0256496924106329,0.00796243961276936,0.00474846742567356,-0.0202473477969905,0.0140582491492217,-0.00507585776369635,-0.0130248760273495,0.0261181137985043
"Threskiornithidae",-0.0671130544720706,0.0871741508892263,0.0209525670752886,-0.0255959171334893,0.00285003995546446,0.0409936609992807,-0.0205058099131091,0.0201172388262094,0.0472567105411271,-0.0655936241057758,0.0475140197696243,-0.0178912466362141,-0.0191090349274252,0.00763513332184709,-0.0337171667092901,0.00062915016444712,-0.00364656536456075,0.00872071324179359,-0.0690382527285645,-0.07983914860617,0.0403007097901925,0.018719762730408,0.0132238732396651,-0.0784347575178851,-0.0111817017580728,-0.0653797451955627,-0.0200760898563561,0.0832531277242922,-0.0173824550271273,0.00500502066323957,0.00169373091542089,-0.00920781428568762,0.0215910880461515,-0.0153624424901523,-0.000163594133229807,0.0203791175553348,-0.00618856402964088,0.00179566693825924,0.0021902477682191,-0.00622448129277084,0.0254308678800323
"Ardeidae",-0.0600506356085988,0.0893415132797641,0.0332914349907525,-0.0489493811686158,-0.027703005473495,-0.0291697925448831,0.0142170079222558,0.0337205043373548,0.0378729177987119,-0.0578673492613229,0.041564158673538,-0.0268174854242628,-0.0185756617206227,-0.00129630534406366,-0.0397310469115538,-0.00484081605652708,-0.00186696631497121,0.00844564513449492,-0.0640364856331273,-0.0845740643808929,0.071283429055979,-0.0305915869542184,-0.0628836306841892,-0.0308780441198962,0.0140003280559584,-0.0766159311360661,-0.0191335920466382,0.120753217155161,0.0333100015872344,0.0299560322075707,0.00562691767039205,-0.0186541105172702,0.0117907412017084,0.00652322776336701,0.00194047198908534,0.0123845617615727,-0.011631110934947,0.0185570746562556,-0.00396874354109035,-0.0146527674371904,0.0218355951880094
"Balaenicipitidae",-0.0397827057172025,0.066730890145923,0.0488571223598198,-0.0961831583799196,-0.0282350934335229,-0.0862930246476609,0.0649532491596992,0.0462084704530863,0.0314318727847046,-0.0459204936922184,0.0264371872187789,-0.030526374092405,-0.0254717425093407,-0.00745074513414668,-0.0263896638990676,0.00116454542488703,-0.00888839906960031,0.00579543763958274,-0.0372536144942967,-0.0592195689394322,0.0551939735579896,-0.0595906900269514,-0.12785656639691,-0.031082482343368,-0.00130597957150857,-0.0624520378149225,-0.01919617997331,0.0737862420426039,-0.00372714224282542,0.0135229703475283,0.00246943775495242,-0.0315995047588792,0.0197174678874038,-0.0288082409048749,-0.00940242375544518,0.00149170771520378,-0.0158049111548771,0.0122488718520991,0.000948745845217538,-0.00681053481405707,0.0280986976863015
"Pelecanidae",-0.0304382668816484,0.0625642467773504,0.0341134724143656,-0.0632427412220229,-0.0821743801715519,-0.0695400216724786,-0.0256826650811221,-0.0128801537838162,0.0192349323053227,-0.0263119106168471,0.0104241639007351,-0.0134323699997308,-0.0286599482159222,-0.00420405732432886,-0.0374152453509636,8.9345163351799e-05,-0.00810877716476483,0.00903024905597075,-0.0320889631493116,-0.0638120618880237,0.0554722075273355,-0.121073857263567,-0.0252866241061532,0.0203055166817747,-0.0236032870298542,-0.0646557056648807,-0.0199076652422401,0.074355311271632,-0.0303017461300362,0.0142521200871697,-0.00615279473603175,-0.019762889583913,0.0313632465900785,-0.0141936891058906,-0.00304908895210937,0.0238490733803284,-0.0344353247474351,0.0224032339342621,-0.0045344785925214,0.000713212957141236,0.0331485535242222
"Scopidae",-0.0313701443650823,0.0630504580406281,0.0372533212021006,-0.0637737687191009,-0.0855171362238132,-0.07104344067758,-0.0251739991275413,-0.0130715287991237,0.0172833318054448,-0.0299132056581828,0.00606128500289071,-0.00968022157342971,-0.0226071873700421,-0.0105978091911603,-0.0281950894054476,-0.000114843457109645,-0.0131788268793741,0.01054141466192,-0.0322751657214742,-0.06381691526831,0.0642289911346946,-0.115504692242046,-0.0241469130142193,0.0205758771333035,-0.0207522400102613,-0.0607263990643628,-0.0219451003549391,0.0598239623298021,-0.0429512835343875,0.000145514693372432,0.00301775700234664,-0.0154655402514925,0.0334560921330512,-0.0167977286017612,-0.00672194974379288,0.00436654354445817,-0.0238195660443568,0.0143927448998375,-0.00358902492106015,0.00435371496272648,0.0243708591647688
"Fregatidae",-0.0533742513991437,0.0830920273990072,0.0512162314409801,-0.0797474135474222,-0.0112706813876925,-0.0572228083111388,0.0646449046885183,0.0923030166020414,0.0425814347580895,-0.0650057934028433,0.0412856172344123,-0.022025704986725,-0.0245747008778428,-0.00140880313355614,-0.0326718636703826,-0.00312854526492174,-0.0183439228778501,0.00635849304190467,-0.0518525742089673,-0.0750659879441749,0.061479083444531,-0.0239411309493271,-0.133095920656279,-0.0734948260782833,-0.000973527185124212,-0.060664060408177,-0.0212504658444763,0.0650590449638486,-0.0497642110101865,0.010906528342315,0.00153906091407681,-0.0332050640802494,0.0271920274544451,-0.0448280603035916,-0.0150510630753492,0.0132348703399505,-0.0172251996715738,0.00547544231803155,-0.0161426421060703,-0.00484996038070638,0.0356905264186212
"Sulidae",-0.0524076072787194,0.085412036569031,0.0663000173479691,-0.0760592172499694,-0.00266650836968213,-0.060116492321212,0.0785925363488019,0.0782005169182829,0.0417601867256081,-0.0641441951769417,0.0421172848026139,-0.0337095805976231,-0.0139846541014868,0.00167963282031233,-0.0303510130438431,-0.00473958149940585,-0.0327851391438501,0.00125051521742763,-0.0494317220290663,-0.0765212821823355,0.0751733740859722,-0.0113639508082805,-0.136060218577268,-0.0569872363373149,0.00582952576655481,-0.0625906384747242,-0.0204539798160089,0.0608988898418917,-0.0581894636669409,0.0030798915988413,0.00927695975301768,-0.0249118223108984,0.034912152174777,-0.0323229522149084,-0.00784719632343199,0.00715797610972791,-0.0225858638266194,0.0124552647339496,-0.0206073648285525,-0.00518847214758092,0.0290029715023054
"Anhingidae",-0.0583115775490674,0.0883450515185187,0.0608665521530487,-0.0407215001391641,0.00561592959831357,0.0416218195318513,-0.00828390399840572,-0.0171492131297168,0.0414276424400309,-0.0588414323500883,0.0445324222122116,-0.0241271290393357,-0.00915743539623487,0.00929324568878361,-0.0316257760969787,-0.00330830347227228,-0.0188839629439239,-0.00105854246248361,-0.0568618972717811,-0.0828615773465924,0.0629134008443681,0.00892745626648488,0.0156940270319343,-0.0615645709334732,-0.00394517429800391,-0.0709646754848148,-0.0233171170398693,0.0829501646529493,-0.0327908437522807,-0.00114833357875835,0.0155995136264711,-0.0200521439177284,0.0468137248138436,-0.0226568526775864,-0.00183219166222534,0.0163066047469635,-0.0312005936424211,0.00777614470247841,-0.000385502069376312,-0.00991137403121479,0.0337086894599364
