"","dn","ds","dnds","ran","PC1.dn","PC2.dn","PC3.dn","PC4.dn","PC5.dn","PC6.dn","PC7.dn","PC8.dn","PC1.ds","PC2.ds","PC3.ds","PC4.ds","PC5.ds","PC6.ds","PC7.ds","PC8.ds","PC9.ds","PC10.ds","PC1.dnds","PC2.dnds","PC3.dnds","PC4.dnds","PC5.dnds","PC6.dnds","PC7.dnds","PC1.ran","PC2.ran","PC3.ran","PC4.ran","PC5.ran","PC6.ran","PC7.ran","PC8.ran","PC9.ran","PC10.ran","PC11.ran","PC12.ran","PC13.ran","PC14.ran","PC15.ran","PC16.ran","mean.Beak.Length_Culmen","var.Beak.Length_Culmen","mean.Beak.Length_Nares","var.Beak.Length_Nares","mean.Beak.Width","var.Beak.Width","mean.Beak.Depth","var.Beak.Depth","mean.Tarsus.Length","var.Tarsus.Length","mean.Wing.Length","var.Wing.Length","mean.Kipps.Distance","var.Kipps.Distance","mean.Secondary1","var.Secondary1","mean.Hand.Wing.Index","var.Hand.Wing.Index","mean.Tail.Length","var.Tail.Length","mean.Mass","var.Mass","mean.Habitat.Density","var.Habitat.Density","mean.Migration","var.Migration","mode.Habitat","mode.Trophic.Level","mode.Trophic.Niche","mode.Primary.Lifestyle","mean.Brain.Mass..g.","var.Brain.Mass..g.","mean.clutch.size","var.clutch.size","mean.Maximum.longevity","var.Maximum.longevity","mean.GenLength","var.GenLength","mean.Min.Latitude","var.Min.Latitude","mean.Max.Latitude","var.Max.Latitude","mean.Centroid.Latitude","var.Centroid.Latitude","mean.Centroid.Longitude","var.Centroid.Longitude","mean.Range.Size","var.Range.Size","mean.Annualtemp","var.Annualtemp","mean.AnnualPrecipitation","var.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","var.Abundance.estimate.1.1.matched"
"Tachurididae",0.000162980048492599,0.0026736263397889,0.00331467255722524,0.00223394844802681,-0.0742231514299136,-0.0117191612850512,0.0375233581123268,0.122508391061357,0.119792340739894,-0.0871791179892951,0.0156319443249471,-0.102730790708645,0.043815872665743,-0.062873137316771,-0.00485243528537231,-0.00782499074464426,0.0248115158690622,0.00514062378720481,0.0194277463628085,-0.0163082685476205,-0.029267742136363,-0.00438342870879102,-0.0714856734813577,0.0250139302624285,0.0255301074986834,0.140708565790056,-0.0169173005436386,0.113966461977196,-0.0984786077461663,-0.0662253957767489,-0.0269899653183423,-0.0233617251672902,-0.109575348316003,-0.111025579013747,-0.0231820938373021,0.0137159244826705,-0.0516337274609827,-0.0318163211493341,-0.0246885067291307,-0.0100229099266839,0.0204949239158486,-0.00377062963699532,0.0172789288793062,0.0194080145115383,0.00569699331319054,16,NA,7,NA,2.4,NA,2.3,NA,18.4,NA,50.5,NA,9.1,NA,41.4,NA,18.1,NA,41,NA,7.8,NA,3,NA,1,NA,"Wetland","Carnivore","Invertivore","Insessorial",0.415,NA,3.5,NA,7.129818814,NA,1.947445312,NA,-49.9,NA,-4.64,NA,-34.27,NA,-65.57,NA,2272551.5,NA,14.7818772,NA,807.4090599,NA,2839030,NA
"Pipromorphidae",0.000201699165964232,0.003042768569681,0.00380090299077952,0.00263860458464057,-0.0592342351641766,-0.00774211610543791,0.0573296272954827,0.0877341069794907,0.0732367022773419,-0.103636233947601,0.00449578697680485,-0.122382054851322,0.0338531481805957,-0.0442643257409066,-0.0132598603915641,0.000934157809987301,0.0118269278966112,-0.00294290763943484,0.018921802425946,-0.0154329684855764,-0.0267776571028399,0.00742063316125934,-0.0608098282635993,0.0171560371330317,0.0471342258912368,0.0923481325946296,0.00355686098594849,0.125540151023861,-0.110709104708489,-0.0256278052160274,-0.00709818875500764,-0.0102780750560651,-0.0215737724885468,-0.0401054121263474,0.000633842415963109,-0.00039757333309351,-0.0193055039807354,-0.0121610229720812,-0.00838878412726655,-0.00337301751554985,0.00492644636869613,6.32568122899012e-05,-3.354973636455e-05,0.00775391872039835,0.000293844745132384,13.1009901,4.30309901,7.699009901,1.45029901,4.279207921,1.384863366,3.279207921,0.422663366,16.75049505,4.883324752,52.98613861,131.3070059,7.510891089,8.119980198,45.47920792,84.00266337,13.9009901,8.78689901,44.94257426,167.4202693,9.786138614,21.02400594,1.138613861,0.120594059,1,0,"Forest","Carnivore","Invertivore","Insessorial",0.49469,0.020133244,2.257142857,0.211344538,7.127019115,0.632065817,2.327253955,0.056035124,-14.12252525,127.4666783,1.331717172,138.7100736,-6.622424242,110.2951675,-63.73323232,136.4493996,1389289.375,5.34e+12,22.65568192,10.47347086,1993.34042,364931.6914,839631.42,2.47e+12
"Tyrannidae",0.000193356762329628,0.00297274779729717,0.00345104458017095,0.00210279246178705,-0.0581143476637738,-0.0101307058978331,0.0408715304087248,0.080001118050007,0.0695032912850557,-0.110814166613103,-0.000484404080908287,-0.136857332686275,0.0410938742499751,-0.0299521261910558,-0.02071289150166,0.044477127858672,0.011962955228833,-0.00993845618302629,0.0436112494501595,-0.0621377847305984,-0.0729850033547361,-0.0209852468212977,-0.0598963004105804,0.0168039030768172,0.0292593552540069,0.0759200661387954,0.00420149201231659,0.112221538562487,-0.114474449899743,-0.0299405883836345,-0.010351884464629,-0.0104346358110548,-0.0181867821401972,-0.0627105412533747,-0.00160695342490541,0.0124992693911618,-0.0169960404270426,-0.0147079459306048,-0.0140685565126538,-0.00877829358603682,0.00720953162294374,-0.000202840218224779,0.00553634925920731,0.0124222849667963,-0.00206344666783418,16.54575163,32.10314583,9.735620915,15.92590732,5.247712418,4.156404586,4.290196078,2.457870781,19.44084967,22.47514551,78.35522876,575.8836611,16.38104575,95.44141005,61.86176471,251.7573857,19.71339869,34.30811497,68.00555556,574.0174444,20.71568627,218.7578515,1.849673203,0.567491696,1.535947712,0.629851066,"Forest","Carnivore","Invertivore","Insessorial",0.706067619,0.094453685,2.805555556,0.727343265,8.566879392,2.974156925,2.674680811,0.254810828,-15.01345395,462.3563441,7.545328947,425.7184811,-3.965394737,403.9631081,-70.84993421,238.7930099,2262124.184,1.12e+13,19.86511011,32.44068917,1499.185356,456933.845,5853017.759,2.73e+15
"Atrichornithidae",0.000123130371715751,0.00186978264511213,0.00208964610506863,0.00158453884377166,-0.0660224369155092,-0.0340075107702339,0.0397696141624575,0.0423014688561233,0.0167673369125028,-0.0153086685358465,-0.014328030953364,-0.0129743906212112,0.0412264423757276,-0.0450719113324266,-0.0256077706992748,0.0147881586015096,0.0130358047038892,-0.0164635384719564,0.0233701794201797,-0.0024956489210859,-0.00777096341670744,0.0195587869824231,-0.0694807551230686,0.03999872481127,0.02362656738893,0.0312362625684778,0.00410519185846631,0.0518120357675481,-0.0227631601849755,-0.0690630431955318,-0.0237843889966194,-0.0479845000722081,-0.0288418859108065,-0.0451498896194097,0.00934957126281602,-0.0101761971805316,-0.0257822902677072,-0.00959968105470074,0.00257004610874097,-0.00734430203650977,0.00276340825085767,0.00492237899035208,-0.00604012224774036,-0.00449951726035447,-0.00443264965559652,18.25,4.805,8.9,0.98,3,0.02,4.65,0.245,24,5.78,68.6,64.98,5.45,2.205,61.75,93.845,8.35,11.045,87.7,551.12,33.1,165.62,1.5,0.5,1,0,"Forest","Carnivore","Invertivore","Terrestrial",1.7612,NA,1.5,0.5,8.893344365,1.254075859,3.758479896,0.617353761,-32.19,NA,-28.03,NA,-29.91,NA,152.23,NA,17310.26,NA,16.55018061,NA,1207.169476,NA,358.5,241512.5
"Menuridae",0.000109166971479459,0.00148160010515031,0.00237852206696592,0.00110522441298916,-0.0643969670474387,-0.0294060650320103,0.0413132885910113,0.0269420911420013,0.0291510853209187,-0.0145468527358239,-0.0120448372843855,-0.0129306032651802,0.0437822865101312,-0.0579562199342687,-0.0130936396930518,0.00231391908071256,0.0185398443280831,-0.0105879536939974,0.00920897215373392,-0.0121336779379852,-0.00987201880933085,-0.00537367981809055,-0.0616001751918339,0.0312937897631071,0.0282561641820928,0.0213655740389348,0.000964152210960062,0.0104920713778237,-0.0358487792419883,-0.0729069990086185,-0.0257046881058331,-0.0348740181510964,-0.05151064007496,-0.0447685674188908,-0.00366799623316657,-0.0147859512460813,-0.02556363616205,-0.0128767781146222,-0.00475774231551481,-0.00432096219195171,-0.0032395637915988,-0.00952086798706353,-0.00411158118595654,0.0119688675013394,-0.00211541829685034,42.05,0.045,16.2,0.32,7.05,0.005,7.9,0.18,105.3,35.28,271.4,180.5,7,3.38,266.9,432.18,2.65,0.845,511.9,10025.28,950.3,994.58,1,0,1,0,"Forest","Carnivore","Invertivore","Terrestrial",11.10592,NA,1,0,23.73583248,10.25290916,11.47034503,2.888774089,-33.775,33.21125,-27.05,0.5,-30.635,8.12045,151.315,2.06045,175146.225,44766594444,15.8401383,2.339831403,975.1038793,936.0907191,73198,10553720328
"Climacteridae",0.000164870832693462,0.00233062590237057,0.0019490399826881,0.00173585648760254,-0.0627707696992915,-0.0320782537847953,-0.0166869054917771,0.0495909827754272,-0.018209643149844,-0.00251263323242999,-0.0281872901974852,0.00710539380829599,0.0417757412665772,-0.0268442811624373,-0.0318253998215803,0.0562666047578135,0.00751326686763491,0.0154611859748708,0.0029606214749068,-0.0267434188092459,-0.00741841148592283,0.00164652887569027,-0.0631630702057144,0.0382950768827353,0.0100750150366624,0.0123387459034243,0.0256454320424664,0.0143650051854116,-0.0176961836590134,-0.0655284830184478,-0.0250477755206492,-0.0372104439032649,-0.012245840321042,-0.00693599426906919,-0.00572399592930259,0.0220699981417252,-0.026864478790203,0.00242543584517872,0.0132332932539038,-0.00444607500596976,-0.000433298349579237,-0.011437387070355,0.00710868667985386,0.0036143303587187,-0.0220334788292523,18.85714286,2.736190476,10.01428571,1.064761905,3.3,0.236666667,3.414285714,0.134761905,21.45714286,2.45952381,86.62857143,10.78904762,23.07142857,4.272380952,63.95714286,13.69619048,26.48571429,5.478095238,62.95714286,8.052857143,25.17142857,37.96571429,1.857142857,0.142857143,1,0,"Forest","Carnivore","Invertivore","Insessorial",0.948976,0.009584533,2.366666667,0.146666667,12.1111208,4.533919328,4.517736386,0.126357273,-31.91142857,116.6538143,-16.08857143,94.41974762,-25.18714286,104.6464571,138.8071429,105.8940905,1127405.814,9.48e+11,18.72957426,14.64739732,983.059898,923042.6343,796843.2857,6.08e+11
"Ptilonorhynchidae",0.000120462401592273,0.00178791927287553,0.00182400804537923,0.00134002111349492,-0.0677993566362257,-0.034881231296362,-0.00550580172364726,0.0212880428824508,-0.00606961178832747,-0.0109692067977002,-0.0517432362094125,0.00339490864530901,0.0468909795758239,-0.0419715485526593,-0.035636282959114,0.0227126899473146,-0.00136309435566744,-0.0170604143302126,0.0219007210437799,0.00711565269708004,-0.00588808839379843,0.0283670891817051,-0.0669763815103936,0.0424723939905196,0.0141728061333306,0.000179748865018427,0.0240346161171394,-0.0114114391239803,-0.0483471797193517,-0.0721107490241731,-0.0224003367689428,-0.0505692088480184,0.0841909696731655,-0.0473646850727286,0.0244893709947574,-0.0288810210185728,-0.0101310360811724,-0.0410993217139174,0.0101430846767479,-0.000232037546224087,0.0115036300505675,0.00369034616822978,-0.0308562969680956,0.00133851197146821,-0.000888452463868267,29.25263158,10.96374269,15.43684211,3.31245614,7.926315789,1.515380117,9.763157895,4.113567251,39.42105263,29.64397661,139.8,226.1144444,24.54736842,17.8048538,115.6,168.3855556,17.51578947,5.175847953,101.6157895,439.2180702,146.6263158,1437.143158,1.263157895,0.204678363,1.052631579,0.052631579,"Forest","Omnivore","Frugivore","Insessorial",3.589724652,1.47687519,1.564285714,0.219395604,16.54480235,28.84773324,6.569530596,5.678944433,-16.94947368,151.9508719,-8.910526316,64.80602749,-12.90315789,108.507745,142.1926316,44.82366491,341953.1321,3e+11,21.32888708,10.87277211,2184.340878,1186439.145,573852.3636,5.47e+11
"Maluridae",0.000191351191142074,0.0027454926023401,0.00221812493356345,0.00230009147054243,-0.0677784397655024,-0.0471879366702033,-0.0188128780407882,0.0573818485212517,-0.0060725854212056,0.0111214585229857,-0.0208113555409399,0.03696864350824,0.0557048776309961,-0.054593681019825,-0.0558545797591778,0.0130957005240483,0.0162377158717281,0.00288785129701294,0.0166982662633546,0.0173063160786987,0.00544633631919144,0.0290910516836295,-0.0683451462812604,0.0588830379783822,-0.0295211593684901,0.0122756038980833,0.0119280502264491,0.0276246557514264,0.00656212343627694,-0.062815404704622,-0.0196605969523203,-0.0549380924969902,0.0585821567715306,-0.00262287321524442,0.0108853269653287,-0.0143894398366572,-0.0112328520448225,-0.00216097309068837,0.0107385364207376,0.00386092025819979,0.00874180752549204,0.0106566303395637,-0.00953881213508416,-0.004897317210466,-0.0026459864647283,14.209375,5.713135081,7.415625,2.165231855,3.359375,0.972167339,3.68125,1.080282258,22.69375,9.092217742,54.821875,73.58240927,5.56875,1.194475806,49.053125,77.41676411,10.409375,6.324747984,73.290625,240.8111996,14.825,54.02129032,2.09375,0.539314516,1,0,"Grassland","Carnivore","Invertivore","Terrestrial",0.504014,0.014084327,2.611111111,0.237179487,9.831108585,4.303346241,3.191404934,0.68160648,-27.18692308,109.2991582,-17.46961538,93.50585985,-22.28115385,93.79672262,135.2969231,49.04583815,903700.8108,2.59e+12,21.82433588,14.42610392,1129.271456,1368179.938,973923.9333,4.2e+12
"Dasyornithidae",0.000138514793287953,0.00209124780352488,0.00229152742296755,0.00170678024956198,-0.0751493664565501,-0.0495034294236344,0.015612777313373,0.0425795106748678,0.0395064359667542,0.0321754682464926,-0.0302306115410025,0.0618847485369251,0.0548401445981141,-0.0599916035798533,-0.0176093668924708,0.000829978770365481,0.0203273130037069,-0.00916328712595505,0.0238192686018937,0.0245897134520658,0.00397443505638815,0.019644564866914,-0.0737762324179035,0.0604610503577523,0.00516656669483481,0.0508250207388221,0.00319224467662989,-0.0229879048943698,-0.0250978997838333,-0.0689099241086656,-0.0211304732945112,-0.0557779332372333,0.0304900184600367,-0.0232403596366915,0.00375127361764296,-0.0215018728854085,-0.0127021046288447,-0.0137306962303957,0.0150581222826143,0.00566478641779637,0.00555589856615151,0.00357750365660852,-0.0208141393541472,-0.0171404084696626,-0.0011012958302091,18.46666667,8.363333333,9.166666667,1.263333333,3.766666667,0.543333333,4.966666667,0.323333333,28.36666667,23.37333333,77.13333333,147.3733333,4.833333333,0.323333333,72.33333333,161.0833333,6.3,0.64,103.3666667,266.5633333,47.46666667,333.8433333,2,0,1,0,"Shrubland","Omnivore","Invertivore","Generalist",1.72494,0.099226215,2,0,8.039980145,0.066740266,3.604839678,0.012343626,-37.15,3.8187,-31.82,23.5371,-34.63333333,8.516233333,137.2433333,283.3700333,9804.423333,216229665.6,15.41342572,1.806452992,886.9193089,75633.30081,2229,3793411
"Meliphagidae",0.000164125685471921,0.00225026513616402,0.00265782488682181,0.00185617034808856,-0.0707154649734685,-0.0427164282734334,0.00153063902910605,0.0308627355137654,0.0147463692629573,0.0260056702413729,-0.0465623232597291,0.00703025238830956,0.050649135565624,-0.0469349061489832,-0.0373877695310219,0.0122839542486599,0.0169772972421793,-0.00539678479437857,0.0122130603058129,0.00245048687041866,0.00215867037129156,0.0188290133186942,-0.0678735075531643,0.0435154343835,-0.00531518372155313,0.0337898496172398,0.0338324546097998,-0.00261085986305072,-0.0175528517737893,-0.0695016903182566,-0.0236043198865399,-0.0598513653449649,0.00127654842402283,0.00404546412667494,-0.00865333226613264,0.00586868770121076,-0.0164497548687705,0.00707432295160699,0.0136654738932319,0.0112134840454948,0.00406265816234743,-0.00355472177183912,-0.00184144558264403,0.00592953874740675,-0.00711267033423212,23.93813559,72.23298344,12.70112994,24.38454417,3.527118644,1.22085131,4.475423729,3.157134052,23.70508475,58.78128082,91.22316384,905.8187218,17.63050847,55.87440485,72.78531073,565.9671694,19.25536723,14.47623523,76.58276836,1064.594659,36.08079096,1335.622583,1.497175141,0.285503338,1.136363636,0.152727273,"Forest","Herbivore","Omnivore","Insessorial",0.99293959,0.241295283,2.202173913,0.510984233,10.40581335,4.39001999,3.084342854,0.376597356,-19.17747126,192.0173369,-9.733045977,102.7928028,-14.51672414,135.9397459,139.4771839,709.4306273,640702.6681,1.65e+12,21.60103208,19.55378203,2021.602032,1200448.369,1365118.746,4.94e+12
"Acanthizidae",0.000148126747291651,0.00218979694331957,0.00269381486387976,0.00175448251449812,-0.0627770855150892,-0.0477849142325341,0.054184049949116,0.0186807178838855,3.29249981271528e-05,0.0174724231592212,-0.0489085745990118,-0.0413200198854565,0.0425776790181377,-0.0431425167653283,-0.0406502211030519,0.00528133067792613,0.00133697064919335,-0.000700352467165282,0.00572635878204959,0.000620681648077506,-0.000197524112781824,0.00946646437574635,-0.0609707518985029,0.055464452536828,0.0288115340861558,-0.0160620089998538,0.0576000619975427,0.000808091779202077,-0.00886234939038558,-0.0771179413374235,-0.0237148877390323,-0.0653128010044612,-0.00434496317583089,-0.00111518017469437,-0.0109412699879343,-0.0320853435652485,-0.0223215070850651,0.00133692540275289,0.0138156526329719,0.0137190883772252,-0.00047509208015361,-0.000264299552293945,-0.0115244293357887,0.00393856126470587,-0.0119645769855707,12.65084746,4.954266511,6.93220339,1.802565751,2.722033898,0.188988895,3.03220339,0.246358854,19.59152542,7.593547633,55.71525424,22.69959088,8.103389831,2.802402104,46.8,20.11965517,14.79152542,8.896651081,42.66779661,43.83256575,10.36779661,23.0156692,1.525423729,0.288135593,1.050847458,0.049094097,"Forest","Carnivore","Invertivore","Insessorial",0.593223704,0.050114584,2.721153846,0.406014329,11.29829411,9.493820075,3.227450083,0.425272658,-28.28339286,179.2413901,-14.90785714,162.2840826,-21.74303571,160.6858724,134.1994643,1900.736711,1025650.053,2.22e+12,19.34384367,18.39874733,1450.533635,1189523.285,1267480.731,3.55e+12
"Pardalotidae",0.000146186829171393,0.00208212443688969,0.0029642994259409,0.00176196786217863,-0.0637342564259306,-0.0431802162853251,0.0544802666208822,0.0186664264357525,-0.0132275183468754,0.015659510089908,-0.0535507084220016,-0.0339146316295454,0.0371740289145778,-0.0507894305117842,-0.0175168161472485,-0.00169340810339645,0.00786548145195586,-0.0181692756157104,0.00823705285844296,-0.00594664591676381,0.00445596504608859,-0.00908574389585414,-0.0618703314259904,0.0509559764768035,0.0374423711066493,-0.00895154599253251,0.062788677436245,0.0232407314732305,-0.0131267671408677,-0.0764623172884986,-0.0234768665366128,-0.0696236525988575,-0.0195256339682733,-0.014268262532827,-0.0103673120129519,-0.0207774889132079,-0.0192878410088561,0.00537728213245747,0.010901061133338,-0.000942646996498294,0.00844184553311553,0.0158893685773594,-0.0170560671196435,0.00934687918882527,-0.0040571251243657,8.6,0.986666667,4.85,0.803333333,3.35,0.07,3.975,0.0625,18.375,1.309166667,60.3,13.55333333,16.375,6.555833333,44.45,9.83,26.775,3.295833333,30.775,5.129166667,10.425,1.409166667,2,0,1,0,"Forest","Carnivore","Invertivore","Insessorial",0.47656,0.007727731,3.65,0.256666667,6.799489482,0.043262774,2.120544278,0.020411431,-40.78,31.2934,-19.215,196.9310333,-31.18,71.0168,139.84,34.9286,2644507.975,4.68e+12,18.29518622,25.92856262,594.4089136,25789.85611,3058969.25,1.02e+13
"Orthonychidae",0.000159947881840194,0.00216934302352127,0.00235440680265993,0.0015598267416119,-0.0535475776951434,-0.0346670101642784,0.0124845892704321,0.00425666029664025,-0.0355087978712678,-0.0931366639082353,0.030399958937805,0.080151859659361,0.0352674573514455,-0.0485474998101532,-0.0236089967944559,-0.000668966142661983,0.00798441921274931,0.00870285792332627,0.0051338510539674,-0.00360958051123846,-0.00127742847999552,-0.0079304011284275,-0.0533710260549069,0.0465100280560125,0.0346857679662222,-0.0418414177916946,-0.102218379870483,0.0399573512708282,-0.0154310800748847,-0.0656329444123805,-0.0217934446303169,-0.049247462778205,-0.0204639848589958,0.0124217740544021,-0.00819405181780744,-0.0107599592639588,-0.00668753555218125,0.00377391313014793,0.00632583310921576,0.00149285065738739,0.00218716246362669,-0.000502253540868391,-0.0170841012037139,-0.00250744250072335,0.00308077054419121,17.73333333,15.70333333,9.366666667,3.863333333,4.266666667,0.563333333,5.466666667,0.973333333,34.63333333,41.80333333,97.86666667,453.7433333,10.23333333,9.923333333,85.96666667,332.2233333,10.56666667,3.363333333,88.13333333,189.7433333,88.7,2809.08,1,0,1,0,"Forest","Carnivore","Invertivore","Terrestrial",2.41388,0.697427741,1.166666667,0.083333333,12.23714317,13.81530937,4.612644556,1.086849744,-21.58666667,169.9270333,-13.68666667,156.8532333,-17.51,161.3092,146.0066667,33.41663333,85124.63,5412351290,18.6040058,10.84436493,2027.14666,1038934.532,52592.66667,2376288832
"Pomatostomidae",0.000170865199550329,0.00271126655309581,0.00192861997512317,0.00176760020581114,-0.053138455460716,-0.0327811301835015,0.0184259520332433,0.0089558058284866,-0.0334976543715323,-0.087444767297299,0.0309120360253268,0.0886150514823124,0.0417317180996916,-0.0148229036277279,-0.0518972267884835,0.0458241951869975,-5.49985918765611e-05,-0.022714807269971,0.000474174583911664,-0.00400962096620074,-0.012856616631001,0.0528327774222471,-0.0534889215080421,0.0388475157462869,0.0183798262846126,-0.0402341446993621,-0.0973689984599337,0.0447219003419828,-0.0126888766693229,-0.064397849182527,-0.0161279396654892,-0.0593121024888075,0.151361316787792,-0.0291318031062663,0.0297339063114769,-0.0225834445777003,0.0161656527068709,-0.0283494475978817,0.00875669669768042,-0.000424542068672399,0.00632862568403316,0.0183892099765269,-0.0299923223198402,0.00258823457238219,-0.00115197743996834,28.7,7.405,18.58,1.607,4.22,0.272,6.28,0.432,29.38,10.047,92.78,242.577,9.62,2.322,81.94,164.283,10.52,0.967,95.86,236.178,57.22,241.172,1.8,0.2,1.2,0.2,"Forest","Carnivore","Invertivore","Generalist",1.97876,0.138133195,3,1.5,10.48617422,4.96323885,3.917023557,0.162791927,-31.01,138.65755,-14.856,113.05303,-22.642,104.42432,139.54,18.68855,2103818.442,3.8e+12,22.04905557,7.447688652,930.558312,1407169.957,2188697.8,5.4e+12
"Cinclosomatidae",0.000110366335820861,0.00154517798246188,0.00259678545821001,0.00134259756513691,-0.0710558333830453,-0.0565088321892594,0.0138708985711431,0.0150742563786902,0.0518414218782119,0.0506032676652521,-0.10145485591689,0.0405284994934983,0.0460894739157595,-0.0733437765466964,-0.0451215629072339,0.00029639244809889,0.0259276835144186,-0.0419562397988461,0.0151246682488064,0.026764251838703,0.00137918330325158,0.0147897472903972,-0.0684367617124581,0.0625925534417607,-0.0158358653258796,0.0133734582993343,0.0621161107323488,-0.0565318509843803,-0.0558711657630058,-0.0669817830819145,-0.0164763364382346,-0.0687893870379959,0.0223470997737867,-0.00137629919831512,0.0225672144174874,-0.0902616176072167,0.00296833683150496,-0.00222788281200629,0.0260624106623539,-0.011230652148641,0.0056986431771144,-0.000273702792192051,-0.0392354881347386,0.000697743417287055,-0.0150923099609558,22.6,10.13555556,12.29,3.429888889,4.57,0.193444444,5.26,0.247111111,31.15,6.002777778,93.67,71.57566667,16.31,51.17211111,76.84,29.80488889,17.16,47.63155556,94.6,78.12,64.81,365.4276667,1.5,0.277777778,1.1,0.1,"Forest","Carnivore","Invertivore","Terrestrial",1.515616,0.184430868,2.166666667,0.125,7.235055271,1.079266206,3.026069675,0.401681165,-22.807,182.5482233,-11.679,117.4596544,-17.3,146.7445111,139.437,64.18366778,715873.632,7.24e+11,21.65304296,11.39056521,1683.374926,1932020.895,89265,10002192438
"Campephagidae",0.000109376864619347,0.00154772621631334,0.002611664276987,0.00130338779317528,-0.0762945373981195,-0.0570543137645592,0.0103596489897381,-0.0065062364051325,0.0527411823751322,0.0449146427008381,-0.0974394123215006,0.0465916828240413,0.0498261383326174,-0.0635635792349897,-0.0447680803762096,0.0130211256722588,0.0129025602910606,-0.0249333186568936,0.0205354448538979,0.0333283624742304,0.00397946509831052,0.0176968808216417,-0.0706064174363259,0.0589236513610057,0.00427871936569309,0.0237453513580316,0.0388302708346642,-0.0829247746366214,-0.0710265310420473,-0.0757981982295749,-0.0170516101633744,-0.084172264013789,0.0248976394566409,0.0137888461718271,0.0260766089999852,-0.0897565918499648,0.00381510370385885,0.0132149791213199,0.02542447694079,-0.00891389430104897,0.00598302694896436,0.00636153460783828,-0.0314562797820173,-0.0108710157091539,-0.00456259742540227,23.18823529,41.55652661,13.51764706,19.2009944,7.687647059,7.69737535,7.291176471,8.159593838,22.82823529,20.7480028,118.11,978.5780238,32.66764706,147.6773039,85.31705882,439.0050924,27.26941176,17.48167227,95.11529412,510.3222633,56.26823529,1194.819336,1.435294118,0.343977591,1.082352941,0.14789916,"Forest","Carnivore","Invertivore","Insessorial",1.934132308,0.51828363,1.9875,0.557532051,8.000505277,4.704565297,3.115679495,0.422698991,-7.888658537,205.5579846,6.882804878,249.9787587,-0.058536585,208.8977756,105.7987805,2651.456149,1176387.277,3.67e+12,23.34156084,7.888235612,2118.884741,546400.8,975690.8333,2.8e+12
"Rhipiduridae",0.000167573613942644,0.00258428273603107,0.00291117180851976,0.00209600555140418,-0.0742401459076423,-0.062520143428473,0.00959686067441344,0.00770666799211253,0.0521341297256612,0.045928644885852,-0.0833029789329312,0.0929455730188442,0.0502063911711101,-0.044835332079094,-0.0511789766839639,0.0166540895524769,0.0207146926446343,-0.0134284225743935,0.00428726678295255,0.0315150411307185,-0.00274572287017685,0.0447914868481043,-0.0819213923550194,0.074171699413862,-0.0077913444395419,0.0351464944767898,0.0182125632063328,-0.0704671917192176,-0.0764703077855379,-0.075209808738978,-0.0188179352313253,-0.0739773600222719,0.0337215368265901,0.0190704214950737,0.0143743937661509,-0.0683289051180921,-0.00254302389928337,0.00222480717266311,0.02681546736824,0.000348776560119394,0.00999840819175615,0.00828083338798569,-0.0248121938604907,-0.0123784637178588,-0.00891099005122479,14.77391304,5.025971014,7.27173913,2.318961353,4.441304348,0.577589372,3.65,0.632333333,19.02173913,7.080850242,76.89782609,69.74777295,14.08913043,8.689879227,62.95652174,40.56606763,18.18695652,5.968270531,82.06956522,101.3941643,14.07173913,36.8154058,1.347826087,0.276328502,1,0,"Forest","Carnivore","Invertivore","Insessorial",0.500733333,0.0350634,2.1,0.278947368,9.00022026,1.245447002,2.562273386,0.156980522,-10.58108696,165.858161,-0.084565217,161.7578387,-5.767173913,149.8612607,126.495,2723.956466,651259.1878,2.45e+12,23.70094437,12.13337656,2564.308633,690737.5357,1316372.912,8.83e+12
"Dicruridae",0.000112300979702852,0.00161523352907832,0.00318831994356737,0.00133815233551454,-0.0795981123672782,-0.0574381418820124,0.0531359422296105,-0.0179165494563046,0.0994616413489195,0.0456014992363732,-0.0975675984104231,0.105396515645766,0.0499266189928917,-0.0667307400030916,-0.0380443504695672,0.0106112359301432,0.0331437415545842,-0.0254128568882467,0.0240839501383401,0.0445658464170238,0.0161773071453471,0.0239677999071593,-0.0772049432120565,0.0647920893258818,0.0148720870111774,0.0559460777108498,0.0127186249729261,-0.122645191518804,-0.0965058128321867,-0.0758079216004436,-0.0208503458994098,-0.0744348048150467,-0.0265825033183295,0.0070482766423901,0.00706538773567548,-0.0877486349090104,0.00258579027824546,0.0284021217326201,0.0308847286237675,-0.0087237689353481,4.52614573742492e-05,-0.00119610555787197,-0.0486699159162054,-0.0112344184479651,-0.00369414100815799,29.10454545,29.96521645,18.25454545,16.49688312,9.05,1.567380952,9.531818182,3.57465368,21.92727273,11.68969697,135.0772727,242.1170779,33.82272727,26.28374459,100.9863636,145.11171,25.05,7.339761905,137.7227273,2393.854221,56.05454545,573.714026,1.409090909,0.348484848,1.090909091,0.181818182,"Forest","Carnivore","Invertivore","Insessorial",1.975306667,0.009158793,3,0.266666667,7.383561799,0.371956717,3.049549595,0.086622342,-9.517142857,201.4792114,15.49809524,367.8326462,5.410952381,212.143729,79.10857143,1807.189283,3214315.374,1.49e+13,23.66734607,3.821234397,1774.701452,311067.7837,3200944.824,2.18e+13
