"","Overall"
"mean.beak.size.pc1",73.6824969618482
"mean.Tarsus.Length",75.7863005013467
"mean.Wing.Length",82.1419544316347
"mean.Hand.Wing.Index",93.8327046177462
"mean.Tail.Length",69.0868533811323
"mean.Mass",67.6078240134366
"mean.Habitat.Density",69.38729353494
"mean.Migration",61.7914853444774
"mean.Brain.Mass..g.",65.0595055824298
"mean.clutch.size",67.3292029872812
"mean.Maximum.longevity",82.3723752179389
"mean.GenLength",80.9882341361904
"mean.Range.Size",82.5395118638389
"mean.Annualtemp",69.0502833729508
"mean.AnnualPrecipitation",60.95881606636
"mean.Abundance.estimate.1.1.matched",72.8250269230728
"mode.HabitatForest",9.70657705731959
"mode.HabitatGrassland",6.21353062873967
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",3.6822523231781
"mode.HabitatRiverine",0.478814531143388
"mode.HabitatShrubland",7.0912047256886
"mode.HabitatWetland",8.3779229884513
"mode.HabitatWoodland",2.83962417092001
"mode.Trophic.LevelHerbivore",26.3546699285509
"mode.Trophic.LevelOmnivore",8.15819075296043
"mode.Trophic.LevelScavenger",0.0836550458337171
"mode.Primary.LifestyleAquatic",3.869926598999
"mode.Primary.LifestyleGeneralist",11.7262964186744
"mode.Primary.LifestyleInsessorial",11.6746180623656
"mode.Primary.LifestyleTerrestrial",10.7415077081085
"mean.Latitude.span",75.6034170490074
"mean.Centroid.Latitude",91.4558995104237
"mean.Centroid.Longitude",100
"mean.devmode",76.4957201143715
