"","Overall"
"mean.beak.size.pc1",98.109353342164
"mean.Tarsus.Length",78.7101180616901
"mean.Wing.Length",94.5975341017742
"mean.Hand.Wing.Index",76.8704000567249
"mean.Tail.Length",88.4366778078311
"mean.Mass",92.3061138783988
"mean.Habitat.Density",62.3867009100975
"mean.Migration",45.0488129958821
"mean.Brain.Mass..g.",70.2073527093825
"mean.clutch.size",65.8587869153152
"mean.Maximum.longevity",83.9955512950454
"mean.GenLength",95.1188210007242
"mean.Range.Size",100
"mean.Annualtemp",83.6523015817021
"mean.AnnualPrecipitation",84.1261403338787
"mean.Abundance.estimate.1.1.matched",72.1948908921585
"mode.HabitatForest",12.5259668503841
"mode.HabitatGrassland",4.1847207368299
"mode.HabitatHuman Modified",1.54796743387652
"mode.HabitatMarine",1.35549342243574
"mode.HabitatRiverine",0
"mode.HabitatShrubland",8.69222178948648
"mode.HabitatWetland",7.51135711503935
"mode.HabitatWoodland",9.75860645070109
"mode.Trophic.LevelHerbivore",11.6894166936691
"mode.Trophic.LevelOmnivore",12.6270265640345
"mode.Trophic.LevelScavenger",1.24964753422529
"mode.Primary.LifestyleAquatic",1.93361573173538
"mode.Primary.LifestyleGeneralist",6.19712076895982
"mode.Primary.LifestyleInsessorial",10.937241570261
"mode.Primary.LifestyleTerrestrial",7.54895553659384
"mean.Latitude.span",99.9783796521122
"mean.Centroid.Latitude",69.3105956524874
"mean.Centroid.Longitude",85.8008250710319
