"","Overall"
"mean.beak.size.pc1",46.0400410481087
"mean.Tarsus.Length",25.7669004091483
"mean.Wing.Length",52.0007999291892
"mean.Hand.Wing.Index",54.648406809366
"mean.Tail.Length",24.5369889026859
"mean.Mass",55.6279767148136
"mean.Habitat.Density",45.2419753101918
"mean.Migration",15.8826145237799
"mean.Brain.Mass..g.",25.0613280832787
"mean.clutch.size",51.9591335672874
"mean.Maximum.longevity",65.1121496478588
"mean.GenLength",40.7021825519293
"mean.Range.Size",29.8831449529163
"mean.Annualtemp",16.5209083015047
"mean.AnnualPrecipitation",24.1556828140485
"mean.Abundance.estimate.1.1.matched",25.5218228709354
"mode.HabitatForest",10.9248043827233
"mode.HabitatGrassland",0.744018329117543
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.0991252024765
"mode.HabitatRiverine",0.644458922229479
"mode.HabitatShrubland",1.41540233009073
"mode.HabitatWetland",1.01475127253998
"mode.HabitatWoodland",2.00944143201615
"mode.Trophic.LevelHerbivore",2.32370037094959
"mode.Trophic.LevelOmnivore",3.64910620707417
"mode.Trophic.LevelScavenger",0.00791473677755659
"mode.Primary.LifestyleAquatic",0.142239718691635
"mode.Primary.LifestyleGeneralist",0.474108644620473
"mode.Primary.LifestyleInsessorial",4.55588945350764
"mode.Primary.LifestyleTerrestrial",2.69330108337784
"mean.Latitude.span",25.1745052889684
"mean.Centroid.Latitude",21.5323057049844
"mean.Centroid.Longitude",36.0069731144149
"mean.devmode",100
