"","Overall"
"mean.beak.size.pc1",26.5402919043751
"mean.Tarsus.Length",54.2205521853795
"mean.Wing.Length",45.1618441602909
"mean.Hand.Wing.Index",33.7809291076666
"mean.Tail.Length",49.0335748593462
"mean.Mass",90.4986241278109
"mean.Habitat.Density",21.713971883309
"mean.Migration",12.7456667217713
"mean.Brain.Mass..g.",59.7222154544219
"mean.clutch.size",70.4850929483749
"mean.Maximum.longevity",45.5983919084159
"mean.GenLength",43.6926897000052
"mean.Range.Size",26.8142440285221
"mean.Annualtemp",31.9326682523923
"mean.AnnualPrecipitation",47.3346701576572
"mean.Abundance.estimate.1.1.matched",37.0339571399647
"mode.HabitatForest",5.52677383725413
"mode.HabitatGrassland",5.94226945855096
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.18514230188674
"mode.HabitatRiverine",0.0642475675989666
"mode.HabitatShrubland",2.31691937547597
"mode.HabitatWetland",9.97573142690465
"mode.HabitatWoodland",0.31150062717439
"mode.Trophic.LevelHerbivore",12.8611043588877
"mode.Trophic.LevelOmnivore",3.56226154103902
"mode.Trophic.LevelScavenger",0.120344787407669
"mode.Primary.LifestyleAquatic",0.82926102509996
"mode.Primary.LifestyleGeneralist",0.784222271817143
"mode.Primary.LifestyleInsessorial",2.75692909181728
"mode.Primary.LifestyleTerrestrial",7.56073108260334
"mean.Latitude.span",26.5381784459288
"mean.Centroid.Latitude",37.4476773424984
"mean.Centroid.Longitude",52.1233766618994
"mean.devmode",100
