"","Overall"
"mean.beak.size.pc1",39.9184116764317
"mean.Tarsus.Length",36.3900663803953
"mean.Wing.Length",40.6376747475634
"mean.Hand.Wing.Index",38.3754976802002
"mean.Tail.Length",32.9945755948835
"mean.Mass",34.246725053899
"mean.Habitat.Density",33.9766289780151
"mean.Migration",24.1627215576712
"mean.Brain.Mass..g.",39.3938451670318
"mean.clutch.size",33.4538769898265
"mean.Maximum.longevity",40.1909003114764
"mean.GenLength",41.1356417824298
"mean.Range.Size",56.6174473019005
"mean.Annualtemp",35.997865831851
"mean.AnnualPrecipitation",45.3300251036916
"mean.Abundance.estimate.1.1.matched",40.6068495464782
"mode.HabitatForest",4.70658188445876
"mode.HabitatGrassland",5.14931781109172
"mode.HabitatHuman Modified",0.0191675923124551
"mode.HabitatMarine",0.547116740621631
"mode.HabitatRiverine",0.252683081619931
"mode.HabitatShrubland",2.75648173882722
"mode.HabitatWetland",2.7637604678765
"mode.HabitatWoodland",3.20193430609126
"mode.Trophic.LevelHerbivore",4.27541143764119
"mode.Trophic.LevelOmnivore",7.24741606196111
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.465041429950393
"mode.Primary.LifestyleGeneralist",8.42301891158375
"mode.Primary.LifestyleInsessorial",4.65428428846
"mode.Primary.LifestyleTerrestrial",4.82566223535553
"mean.Latitude.span",64.2813946816903
"mean.Centroid.Latitude",34.2614194019741
"mean.Centroid.Longitude",100
"mean.devmode",67.0587550215968
