"","Overall"
"mean.beak.size.pc1",31.4027504222009
"mean.Tarsus.Length",26.108813103874
"mean.Wing.Length",36.0619401124719
"mean.Hand.Wing.Index",37.1706168237956
"mean.Tail.Length",36.8634130210577
"mean.Mass",28.9620389012392
"mean.Habitat.Density",32.1501897731584
"mean.Migration",52.9829544660904
"mean.Brain.Mass..g.",30.8231136838477
"mean.clutch.size",28.9209469071361
"mean.Maximum.longevity",31.3560492179358
"mean.GenLength",36.6612419346135
"mean.Range.Size",51.9074998306415
"mean.Annualtemp",40.7128202278497
"mean.AnnualPrecipitation",58.0996884773887
"mean.Abundance.estimate.1.1.matched",45.4273718552972
"mode.HabitatForest",3.87049661245721
"mode.HabitatGrassland",0.762926158796408
"mode.HabitatHuman Modified",0.42314216995964
"mode.HabitatMarine",3.14026283027244
"mode.HabitatRiverine",0.846311163303098
"mode.HabitatShrubland",7.12906853317083
"mode.HabitatWetland",1.92745847377054
"mode.HabitatWoodland",4.13269961782329
"mode.Trophic.LevelHerbivore",5.48187764161648
"mode.Trophic.LevelOmnivore",3.56747699299771
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",3.32121041596728
"mode.Primary.LifestyleGeneralist",1.87144919138232
"mode.Primary.LifestyleInsessorial",3.14530483389845
"mode.Primary.LifestyleTerrestrial",4.38877886264189
"mean.Latitude.span",48.0427344890853
"mean.Centroid.Latitude",35.0623177408693
"mean.Centroid.Longitude",100
