"","Overall"
"mean.beak.size.pc1",51.2383575635662
"mean.Tarsus.Length",30.5287687093766
"mean.Wing.Length",100
"mean.Hand.Wing.Index",47.359738284026
"mean.Tail.Length",34.6392336095069
"mean.Mass",60.4075473912521
"mean.Habitat.Density",14.2279023039671
"mean.Migration",10.6981828729363
"mean.Brain.Mass..g.",32.5588811359066
"mean.clutch.size",12.0123610424702
"mean.Maximum.longevity",40.183889045805
"mean.GenLength",53.6665570558184
"mean.Range.Size",16.8221507829247
"mean.Annualtemp",16.2781018567241
"mean.AnnualPrecipitation",13.7080222219802
"mean.Abundance.estimate.1.1.matched",13.8773648715504
"mode.HabitatForest",2.25002432915086
"mode.HabitatGrassland",0.725600823924631
"mode.HabitatHuman Modified",0.102776995657837
"mode.HabitatMarine",1.40501095322678
"mode.HabitatRiverine",0
"mode.HabitatShrubland",1.102025760876
"mode.HabitatWetland",0.630010564221326
"mode.HabitatWoodland",1.94851402112452
"mode.Trophic.LevelHerbivore",1.25809583192867
"mode.Trophic.LevelOmnivore",5.3219087518364
"mode.Trophic.LevelScavenger",0.0571028185632386
"mode.Primary.LifestyleAquatic",0.353001894912051
"mode.Primary.LifestyleGeneralist",0.663173599390116
"mode.Primary.LifestyleInsessorial",3.23071212619637
"mode.Primary.LifestyleTerrestrial",2.26048269055492
"mean.Latitude.span",25.1953146803169
"mean.Centroid.Latitude",14.0505364329711
"mean.Centroid.Longitude",33.999702901229
"mean.devmode",68.4520133014314
