"","Overall"
"mean.beak.size.pc1",49.8267962075682
"mean.Tarsus.Length",24.0211315856292
"mean.Wing.Length",87.4920490849942
"mean.Hand.Wing.Index",41.4976149760422
"mean.Tail.Length",23.4554976153696
"mean.Mass",100
"mean.Habitat.Density",13.8058743897289
"mean.Migration",6.39302661148469
"mean.Brain.Mass..g.",30.1744858904706
"mean.clutch.size",6.80687986333284
"mean.Maximum.longevity",55.837347504756
"mean.GenLength",50.8568169167439
"mean.Range.Size",11.8827268006619
"mean.Annualtemp",11.6111236523927
"mean.AnnualPrecipitation",8.86903894473122
"mean.Abundance.estimate.1.1.matched",11.6341337227035
"mode.HabitatForest",2.88346189882789
"mode.HabitatGrassland",0.633463850278313
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.36796106463695
"mode.HabitatRiverine",0.0234504561340379
"mode.HabitatShrubland",0.893288184526237
"mode.HabitatWetland",0.763068836314553
"mode.HabitatWoodland",1.8204837193023
"mode.Trophic.LevelHerbivore",1.59311912432922
"mode.Trophic.LevelOmnivore",5.36731135338599
"mode.Trophic.LevelScavenger",0.00132423418326631
"mode.Primary.LifestyleAquatic",0.237293269150229
"mode.Primary.LifestyleGeneralist",0.324064002818759
"mode.Primary.LifestyleInsessorial",2.95071654348894
"mode.Primary.LifestyleTerrestrial",1.36951958119909
"mean.Latitude.span",21.0998029111779
"mean.Centroid.Latitude",8.8107379366421
"mean.Centroid.Longitude",21.2407811756555
"mean.devmode",88.0214944259218
