"","Overall"
"mean.beak.size.pc1",48.1996324214502
"mean.Tarsus.Length",77.9219445211044
"mean.Wing.Length",58.4146980980095
"mean.Hand.Wing.Index",58.3140651341167
"mean.Tail.Length",46.4674562464577
"mean.Mass",56.1521215137903
"mean.Habitat.Density",49.2635839497301
"mean.Migration",48.8566484480201
"mean.Brain.Mass..g.",58.1040537544597
"mean.clutch.size",53.1714383562338
"mean.Maximum.longevity",68.573776686049
"mean.GenLength",69.9753438259452
"mean.Range.Size",44.8811282901686
"mean.Annualtemp",48.8055133971278
"mean.AnnualPrecipitation",92.1702148565763
"mean.Abundance.estimate.1.1.matched",65.3853690294718
"mode.HabitatForest",8.20055771688145
"mode.HabitatGrassland",2.09362973304513
"mode.HabitatHuman Modified",0.0341997920265614
"mode.HabitatMarine",8.16105456952301
"mode.HabitatRiverine",0.17705258020041
"mode.HabitatShrubland",1.88401594443109
"mode.HabitatWetland",3.62015415178132
"mode.HabitatWoodland",5.43985222785089
"mode.Trophic.LevelHerbivore",9.26603968667154
"mode.Trophic.LevelOmnivore",6.47381187839332
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",1.27104756894644
"mode.Primary.LifestyleGeneralist",1.52864690390064
"mode.Primary.LifestyleInsessorial",6.1637840546857
"mode.Primary.LifestyleTerrestrial",5.45702393941678
"mean.Latitude.span",51.0193013914566
"mean.Centroid.Latitude",54.4710340705272
"mean.Centroid.Longitude",100
