"","Overall"
"mean.beak.size.pc1",56.2967371576818
"mean.Tarsus.Length",52.7352283354168
"mean.Wing.Length",100
"mean.Hand.Wing.Index",48.003918515219
"mean.Tail.Length",56.3011471614224
"mean.Mass",97.7268268881853
"mean.Habitat.Density",7.86011985822522
"mean.Migration",4.8780975288428
"mean.Brain.Mass..g.",73.703086033836
"mean.clutch.size",28.4835010284327
"mean.Maximum.longevity",40.3320448399005
"mean.GenLength",57.3110755246169
"mean.Range.Size",27.12431205019
"mean.Annualtemp",32.6902447782591
"mean.AnnualPrecipitation",27.3039890204232
"mean.Abundance.estimate.1.1.matched",42.6884444779278
"mode.HabitatDesert",0.0160379685383291
"mode.HabitatForest",3.46485233119231
"mode.HabitatGrassland",2.35866090401051
"mode.HabitatHuman Modified",1.0630133147765
"mode.HabitatMarine",2.31335218151821
"mode.HabitatRiverine",0.623284741538493
"mode.HabitatRock",0.13881134936828
"mode.HabitatShrubland",7.60053025587825
"mode.HabitatWetland",2.64407162200623
"mode.HabitatWoodland",2.70530927260145
"mode.Trophic.LevelHerbivore",5.92986574095032
"mode.Trophic.LevelOmnivore",6.00175466220159
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",1.25398084567398
"mode.Primary.LifestyleGeneralist",5.16124979336874
"mode.Primary.LifestyleInsessorial",7.89649204208614
"mode.Primary.LifestyleTerrestrial",5.1463301992161
"mean.Latitude.span",32.0328992598823
"mean.Centroid.Latitude",31.0588464063375
"mean.Centroid.Longitude",36.6861495669171
"mean.devmode",90.2741998336685
