"","Overall"
"mean.beak.size.pc1",52.7354300274287
"mean.Tarsus.Length",51.4313629649857
"mean.Wing.Length",55.4674183255607
"mean.Hand.Wing.Index",50.8954525697723
"mean.Tail.Length",52.1837377083045
"mean.Mass",52.00272445251
"mean.Habitat.Density",26.9553121242311
"mean.Migration",10.0014345318762
"mean.Brain.Mass..g.",48.3685791219614
"mean.clutch.size",60.2047435806974
"mean.Maximum.longevity",56.4477101630351
"mean.GenLength",55.5143160223383
"mean.Range.Size",55.7918924740494
"mean.Annualtemp",55.8457505668468
"mean.AnnualPrecipitation",100
"mean.Abundance.estimate.1.1.matched",51.5459945079249
"mode.HabitatDesert",0.296113854572234
"mode.HabitatForest",10.8804338348227
"mode.HabitatGrassland",20.7167360466498
"mode.HabitatHuman Modified",0.723593211425729
"mode.HabitatMarine",1.41201310753384
"mode.HabitatRiverine",0.414557883951257
"mode.HabitatRock",0.472881363874588
"mode.HabitatShrubland",9.27893674026955
"mode.HabitatWetland",3.25115099961025
"mode.HabitatWoodland",9.35772632028131
"mode.Trophic.LevelHerbivore",21.7042143849865
"mode.Trophic.LevelOmnivore",12.9203218526821
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",1.51591476900153
"mode.Primary.LifestyleGeneralist",3.08242706638463
"mode.Primary.LifestyleInsessorial",18.9040941482841
"mode.Primary.LifestyleTerrestrial",11.9832595186802
"mean.Latitude.span",58.2168732519848
"mean.Centroid.Latitude",54.6381194134574
"mean.Centroid.Longitude",98.2266921983581
"mean.devmode",80.6127183681059
