"","Overall"
"mean.beak.size.pc1",52.2326839970478
"mean.Tarsus.Length",57.6820444953959
"mean.Wing.Length",58.4587311495819
"mean.Hand.Wing.Index",49.2399483315294
"mean.Tail.Length",91.7950305450255
"mean.Mass",77.079626674762
"mean.Habitat.Density",10.0359447612615
"mean.Migration",7.46634634092218
"mean.Brain.Mass..g.",68.8952535860307
"mean.clutch.size",67.9770685751682
"mean.Maximum.longevity",38.1120936609871
"mean.GenLength",46.2565650017885
"mean.Range.Size",40.7227888264648
"mean.Annualtemp",50.8058852477615
"mean.AnnualPrecipitation",42.3582172961168
"mean.Abundance.estimate.1.1.matched",46.8004532954773
"mode.HabitatDesert",0.0049995192002451
"mode.HabitatForest",7.78673782771171
"mode.HabitatGrassland",7.59970517478474
"mode.HabitatHuman Modified",0.29726740056856
"mode.HabitatMarine",1.15614329178949
"mode.HabitatRiverine",2.34365331631477
"mode.HabitatRock",0
"mode.HabitatShrubland",5.41230637636413
"mode.HabitatWetland",8.58174753132483
"mode.HabitatWoodland",3.31116055746324
"mode.Trophic.LevelHerbivore",23.4031471200532
"mode.Trophic.LevelOmnivore",17.2034147991754
"mode.Trophic.LevelScavenger",0.167450583273406
"mode.Primary.LifestyleAquatic",0.732331570815563
"mode.Primary.LifestyleGeneralist",3.7147174883708
"mode.Primary.LifestyleInsessorial",8.06850914341577
"mode.Primary.LifestyleTerrestrial",13.7497249266459
"mean.Latitude.span",40.4619851128224
"mean.Centroid.Latitude",42.612384696128
"mean.Centroid.Longitude",61.9533914276721
"mean.devmode",100
