"","Overall"
"mean.beak.size.pc1",41.0380285656901
"mean.Tarsus.Length",48.8607016416715
"mean.Wing.Length",49.1475672243083
"mean.Hand.Wing.Index",45.4723676323273
"mean.Tail.Length",36.5994858150318
"mean.Mass",45.417967149456
"mean.Habitat.Density",12.8167816544276
"mean.Migration",6.14574943541099
"mean.Brain.Mass..g.",60.3900626002501
"mean.clutch.size",40.8406516361291
"mean.Maximum.longevity",52.9988238880471
"mean.GenLength",67.8469983136653
"mean.Range.Size",41.0371347288366
"mean.Annualtemp",30.6153045051141
"mean.AnnualPrecipitation",100
"mean.Abundance.estimate.1.1.matched",44.3584624941582
"mode.HabitatDesert",0.0632482119105721
"mode.HabitatForest",6.86373446005705
"mode.HabitatGrassland",1.5402734229195
"mode.HabitatHuman Modified",1.05448712837451
"mode.HabitatMarine",1.66622709690906
"mode.HabitatRiverine",1.0578938445046
"mode.HabitatRock",0.343446764578784
"mode.HabitatShrubland",2.59702403057768
"mode.HabitatWetland",0.842713130392647
"mode.HabitatWoodland",7.60717089480349
"mode.Trophic.LevelHerbivore",8.33009259628054
"mode.Trophic.LevelOmnivore",6.22948391485284
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.488325390486636
"mode.Primary.LifestyleGeneralist",1.40413680302124
"mode.Primary.LifestyleInsessorial",5.91629575027518
"mode.Primary.LifestyleTerrestrial",3.52725836036551
"mean.Latitude.span",42.0099059342182
"mean.Centroid.Latitude",38.7983032907662
"mean.Centroid.Longitude",92.7279932507613
"mean.devmode",70.6354680700705
