"","Overall"
"mean.beak.size.pc1",42.4856303747009
"mean.Tarsus.Length",24.9854888265421
"mean.Wing.Length",72.7040443425395
"mean.Hand.Wing.Index",38.0069560945204
"mean.Tail.Length",27.6007372211122
"mean.Mass",62.5382907798792
"mean.Habitat.Density",6.18410239142508
"mean.Migration",1.66815190326135
"mean.Brain.Mass..g.",37.9260806798871
"mean.clutch.size",7.15389484992519
"mean.Maximum.longevity",18.3809967182267
"mean.GenLength",32.6579528833725
"mean.Range.Size",7.68655049019093
"mean.Annualtemp",14.2827010279351
"mean.AnnualPrecipitation",9.27141015076454
"mean.Abundance.estimate.1.1.matched",8.14217847215228
"mode.HabitatDesert",0.0409714115792552
"mode.HabitatForest",1.47451284801238
"mode.HabitatGrassland",1.25589585403891
"mode.HabitatHuman Modified",0.779224987173788
"mode.HabitatMarine",1.6315923087669
"mode.HabitatRiverine",0.193630767884316
"mode.HabitatRock",0.0608083794945291
"mode.HabitatShrubland",1.48496670241868
"mode.HabitatWetland",1.72213807451866
"mode.HabitatWoodland",1.92008765079726
"mode.Trophic.LevelHerbivore",0.91887378219499
"mode.Trophic.LevelOmnivore",3.46418023882453
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.537991836384599
"mode.Primary.LifestyleGeneralist",0.472390108468272
"mode.Primary.LifestyleInsessorial",3.72320577970712
"mode.Primary.LifestyleTerrestrial",1.67154183576987
"mean.Latitude.span",10.804162048798
"mean.Centroid.Latitude",12.7404156689618
"mean.Centroid.Longitude",20.3896146970898
"mean.devmode",100
