"","Overall"
"mean.beak.size.pc1",86.3578446248368
"mean.Tarsus.Length",85.7116224261997
"mean.Wing.Length",92.9895346208517
"mean.Hand.Wing.Index",94.8340580730702
"mean.Tail.Length",86.6640074537939
"mean.Mass",74.777672023876
"mean.Habitat.Density",34.6640488056516
"mean.Migration",30.1392934166637
"mean.Brain.Mass..g.",72.1958909934651
"mean.clutch.size",62.6099429673565
"mean.Maximum.longevity",84.3892533968376
"mean.GenLength",74.4016225231523
"mean.Range.Size",77.9986069571372
"mean.Annualtemp",100
"mean.AnnualPrecipitation",73.1767860693448
"mean.Abundance.estimate.1.1.matched",82.7843365690626
"mode.HabitatDesert",2.58685009417191
"mode.HabitatForest",26.302488108514
"mode.HabitatGrassland",16.5161287145791
"mode.HabitatHuman Modified",2.48581176112691
"mode.HabitatMarine",32.948730135277
"mode.HabitatRiverine",7.83461708200005
"mode.HabitatRock",0.622156434404839
"mode.HabitatShrubland",11.4869097026779
"mode.HabitatWetland",11.2777209448873
"mode.HabitatWoodland",9.34440658494242
"mode.Trophic.LevelHerbivore",35.3862900623952
"mode.Trophic.LevelOmnivore",10.0925474030508
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",5.82680843108772
"mode.Primary.LifestyleGeneralist",4.94372035590813
"mode.Primary.LifestyleInsessorial",14.6930082660513
"mode.Primary.LifestyleTerrestrial",14.1617832315088
"mean.Latitude.span",84.9896309709884
"mean.Centroid.Latitude",81.1389862817605
"mean.Centroid.Longitude",81.3728553799216
"mean.devmode",87.7847917684104
