"","Overall"
"mean.beak.size.pc1",46.7034707828505
"mean.Tarsus.Length",48.2061788061474
"mean.Wing.Length",53.391781448017
"mean.Hand.Wing.Index",48.0434740648488
"mean.Tail.Length",44.0914910666354
"mean.Mass",49.8463510783871
"mean.Habitat.Density",13.0609437044616
"mean.Migration",12.8314001423704
"mean.Brain.Mass..g.",49.3753060234932
"mean.clutch.size",33.8277024020004
"mean.Maximum.longevity",47.0717724505732
"mean.GenLength",60.9689807040753
"mean.Range.Size",48.4932418089148
"mean.Annualtemp",41.6254488485832
"mean.AnnualPrecipitation",55.1627237500207
"mean.Abundance.estimate.1.1.matched",46.79276248015
"mode.HabitatDesert",0
"mode.HabitatForest",7.21670008325655
"mode.HabitatGrassland",3.11998869796838
"mode.HabitatHuman Modified",1.10430987122395
"mode.HabitatMarine",1.89355361143281
"mode.HabitatRiverine",1.48857413538815
"mode.HabitatRock",0.12766367285203
"mode.HabitatShrubland",7.24768105229223
"mode.HabitatWetland",5.79359255334955
"mode.HabitatWoodland",3.3032819205024
"mode.Trophic.LevelHerbivore",5.65958104873053
"mode.Trophic.LevelOmnivore",11.9482381608233
"mode.Trophic.LevelScavenger",0.0999465161603527
"mode.Primary.LifestyleAquatic",0.650182285182739
"mode.Primary.LifestyleGeneralist",14.9025093725331
"mode.Primary.LifestyleInsessorial",8.70644848967724
"mode.Primary.LifestyleTerrestrial",6.44767582187606
"mean.Latitude.span",60.6029259003696
"mean.Centroid.Latitude",42.7019711897332
"mean.Centroid.Longitude",100
"mean.devmode",69.7513136704554
