"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0518173751591136,0.0398084738807768,-0.129025702035842,0.0268195812060965
"mean_beak_size_pc1",0.0997173745806901,0.12807089517046,-0.151219296561328,0.350900962398109
"mean_Tarsus_Length",-0.0361904334613314,0.145488431356012,-0.320811194470446,0.246228124024533
"mean_Wing_Length",-0.169451240010653,0.150019740005335,-0.463999680620764,0.124905279933329
"mean_Hand_Wing_Index",-0.00758797406515012,0.0843287154210581,-0.17369233910777,0.15715955666429
"mean_Tail_Length",0.259071416569618,0.108422981211123,0.0418163881846343,0.471707082256765
"mean_Mass",-0.100526189206277,0.105252680227027,-0.306278240638111,0.106633961046
"mean_Habitat_Density",-0.0755376051239486,0.131162258450231,-0.324946565974353,0.194509848555997
"mean_Migration",0.087519207728531,0.118720557806037,-0.141536187107641,0.321667871016809
"mean_Brain_Mass_g",0.0929822088695114,0.138554219076252,-0.178428904857714,0.361825711075297
"mean_clutch_size",-0.219294235564711,0.11098211099719,-0.432888717532145,0.00083374893304955
"mean_Maximum_longevity",0.420226734896778,0.242770892230254,-0.0550186512543094,0.891529080336729
"mean_GenLength",-0.491636969648548,0.291609746109633,-1.06112232517502,0.0873742974913606
"mean_Range_Size",0.0347146913850108,0.0329058190062279,-0.0295525725325299,0.0987048164499423
"mean_Annualtemp",0.0017544835722913,0.00754833732736407,-0.0127424767291302,0.0166023333677393
"mean_AnnualPrecipitation",-0.00545689795323375,0.0886810946112891,-0.180433293057663,0.168177487056149
"mean_Abundance_estimate_1_1_matched",-0.00606510636028874,0.0197503285141339,-0.0453987859896552,0.0323978080752577
"mean_Latitude_span",-0.056573308706982,0.0758983255410872,-0.20542702910968,0.0916207162739486
"mean_Centroid_Latitude",-0.028153959961258,0.0508947910649579,-0.127537070858284,0.0713954494212726
"mean_Centroid_Longitude",0.000202645858663118,0.0005216454752118,-0.000827757886292874,0.00122400946023636
"mean_devmode",-0.00999224325060335,0.0574477764459084,-0.122235106226181,0.103689751582117
