"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0928181331075809,0.0480446207586333,-0.190403118881126,-0.000771825342958885
"mean_beak_size_pc1",0.319505575558483,0.173284002714546,0.0315843251649423,0.657160025830778
"mean_Tarsus_Length",0.0231757722296704,0.186025580201694,-0.3320120060387,0.397084029325605
"mean_Wing_Length",-0.0901509558147867,0.195671189395185,-0.480610860085638,0.295713425263165
"mean_Hand_Wing_Index",0.0759673657082291,0.115453772674255,-0.156563476400086,0.288396242857295
"mean_Tail_Length",0.0163194039004175,0.134906302966907,-0.261249406238121,0.273514327066982
"mean_Mass",-0.040379512873625,0.133810082526763,-0.311035595266443,0.206975908234372
"mean_Habitat_Density",-0.15034093881964,0.14480580278699,-0.44837599220933,0.133602909964169
"mean_Migration",-0.309721676825834,0.137245889366497,-0.587315078007733,-0.0333755816372658
"mean_Brain_Mass_g",-0.208844222574297,0.166924032599401,-0.548500377461949,0.112498330923089
"mean_clutch_size",0.0514006021150421,0.145395655859246,-0.230092823517767,0.31594049212141
"mean_Maximum_longevity",-0.0820160573602099,0.296037940221302,-0.676813360483435,0.467120765589038
"mean_GenLength",-0.233419312760105,0.361338471386437,-0.918893460884654,0.489786423774503
"mean_Range_Size",-0.013378465697502,0.0408925286707603,-0.0945672966550705,0.0688553957977169
"mean_Annualtemp",0.000738394338349517,0.00900037048008753,-0.0175615210206208,0.0187645373662333
"mean_AnnualPrecipitation",-0.00541046642867698,0.107127578349927,-0.220683462971436,0.201673496952648
"mean_Abundance_estimate_1_1_matched",0.00017975372484839,0.0313515606690542,-0.071529530953243,0.0531411631206443
"mean_Latitude_span",0.0638213104843954,0.0917252924288576,-0.12240298426477,0.238598060801326
"mean_Centroid_Latitude",0.0460623606967899,0.0673323657794251,-0.073965914565912,0.175046623750353
"mean_Centroid_Longitude",-0.00104442503189976,0.000650549814926525,-0.00228698665293651,0.000258441225950277
"mean_devmode",0.120972389324149,0.076675063254916,-0.0319784952911293,0.27635903794988
