"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0471206237891157,0.0348376989467736,-0.115248120217077,0.02202901815075
"mean_beak_size_pc1",0.0824973955273521,0.110793572503811,-0.131759473010978,0.299534467591757
"mean_Tarsus_Length",-0.138348239150423,0.123588252998467,-0.382079887046535,0.104348585465456
"mean_Wing_Length",0.122249342431021,0.127358228090084,-0.128011851915477,0.371171251567705
"mean_Hand_Wing_Index",-0.0728325838409255,0.0684196058166291,-0.207272564398366,0.061333110387539
"mean_Tail_Length",-0.10332405849303,0.0956920639273384,-0.293669639353379,0.0875965730929929
"mean_Mass",-0.0599069552287758,0.0934773050269918,-0.242406248789615,0.122472989630507
"mean_Habitat_Density",-0.0032527533583295,0.117943139741136,-0.235111645252145,0.229610967549198
"mean_Migration",0.0135125267865699,0.111428901474353,-0.203965308071633,0.232396645016224
"mean_Brain_Mass_g",0.110100557496135,0.126920475845347,-0.138585550630879,0.359678515432399
"mean_clutch_size",-0.0233109683280481,0.0975237900361842,-0.218533808193555,0.167963514450455
"mean_Maximum_longevity",0.162129947973991,0.22248489254177,-0.271272531076618,0.596640398831672
"mean_GenLength",-0.178344001746021,0.260653137418337,-0.687034951374451,0.333238379520764
"mean_Range_Size",-0.0193594183639019,0.0299195238069497,-0.0776004973333435,0.0398163762385888
"mean_Annualtemp",0.0059368132280349,0.0070059116365904,-0.00789025199859474,0.0196147427084976
"mean_AnnualPrecipitation",-0.0510887914099414,0.0813114974099707,-0.207941194422555,0.110952814521665
"mean_Abundance_estimate_1_1_matched",0.00594565126411442,0.0183263489455468,-0.029820500014941,0.0425492773602811
"mean_Latitude_span",0.0273839055069392,0.0689768640967943,-0.108409238907619,0.162109332415273
"mean_Centroid_Latitude",-0.00674837242451931,0.04669361201015,-0.0980724108131939,0.0845885072137975
"mean_Centroid_Longitude",-0.000698034814074362,0.00045514693291261,-0.00158315907487116,0.000198759574242358
"mean_devmode",0.0248246954146428,0.0445298151822963,-0.0633172894924193,0.111166621636862
