"","Overall"
"mean.beak.size.pc1",66.4506857356926
"mean.Tarsus.Length",55.7079381560468
"mean.Wing.Length",97.1271605321457
"mean.Hand.Wing.Index",50.1411914450619
"mean.Tail.Length",59.7350787885577
"mean.Mass",94.75985864985
"mean.Habitat.Density",22.2749418077374
"mean.Migration",22.234205431066
"mean.Brain.Mass..g.",61.253388908706
"mean.clutch.size",28.4500695560788
"mean.Maximum.longevity",76.9510116120752
"mean.GenLength",100
"mean.Range.Size",32.7270842578959
"mean.Annualtemp",29.938080240612
"mean.AnnualPrecipitation",27.849117741842
"mean.Abundance.estimate.1.1.matched",34.597754808286
"mode.HabitatForest",3.40716860527788
"mode.HabitatGrassland",2.19950046681661
"mode.HabitatHuman Modified",0.0229113995565783
"mode.HabitatMarine",2.16539064537859
"mode.HabitatRiverine",0.105506770849517
"mode.HabitatShrubland",3.74708966841673
"mode.HabitatWetland",1.77086429802621
"mode.HabitatWoodland",3.32986903477202
"mode.Trophic.LevelHerbivore",6.50602644332186
"mode.Trophic.LevelOmnivore",6.19625154334906
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.996553101265415
"mode.Primary.LifestyleGeneralist",1.94110682641186
"mode.Primary.LifestyleInsessorial",9.75742905727841
"mode.Primary.LifestyleTerrestrial",5.58282570373886
"mean.Latitude.span",38.1022198029146
"mean.Centroid.Latitude",26.4985145315855
"mean.Centroid.Longitude",55.2644687513557
"mean.devmode",93.1074655189897
