"","Overall"
"mean.beak.size.pc1",95.4913489598322
"mean.Tarsus.Length",100
"mean.Wing.Length",73.6209471507905
"mean.Hand.Wing.Index",97.2500560867263
"mean.Tail.Length",80.7715961398696
"mean.Mass",72.2400248357259
"mean.Habitat.Density",47.7086064995191
"mean.Migration",34.0285896108721
"mean.Brain.Mass..g.",69.1764144230616
"mean.clutch.size",54.4817000134738
"mean.Maximum.longevity",76.6078139236432
"mean.GenLength",75.5465133063669
"mean.Range.Size",84.858022364342
"mean.Annualtemp",88.4461387844913
"mean.AnnualPrecipitation",68.572151364219
"mean.Abundance.estimate.1.1.matched",73.3700855968741
"mode.HabitatDesert",6.24940461403694
"mode.HabitatForest",28.7178469648298
"mode.HabitatGrassland",14.2198071120211
"mode.HabitatHuman Modified",2.27670762103308
"mode.HabitatMarine",19.9691149143987
"mode.HabitatRiverine",6.06022600244537
"mode.HabitatRock",0.319762388365954
"mode.HabitatShrubland",10.1787686208725
"mode.HabitatWetland",28.6351282021907
"mode.HabitatWoodland",12.7733079732461
"mode.Trophic.LevelHerbivore",42.6964952000875
"mode.Trophic.LevelOmnivore",9.46604445248376
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",7.10970268579188
"mode.Primary.LifestyleGeneralist",3.32364274216015
"mode.Primary.LifestyleInsessorial",18.7914656219406
"mode.Primary.LifestyleTerrestrial",12.4224288953688
"mean.Latitude.span",81.0646312537149
"mean.Centroid.Latitude",72.0264438869564
"mean.Centroid.Longitude",68.8930294592319
"mean.devmode",79.9692714384136
