"","Overall"
"mean.beak.size.pc1",43.1163604269523
"mean.Tarsus.Length",64.8067315953118
"mean.Wing.Length",53.5066423924001
"mean.Hand.Wing.Index",48.4115439767107
"mean.Tail.Length",61.0254502091491
"mean.Mass",92.8819738761436
"mean.Habitat.Density",7.14735560252317
"mean.Migration",7.3735732273475
"mean.Brain.Mass..g.",61.5766877562312
"mean.clutch.size",69.5677811240646
"mean.Maximum.longevity",56.8476637484047
"mean.GenLength",46.983428404363
"mean.Range.Size",31.9303475429013
"mean.Annualtemp",36.6381039864239
"mean.AnnualPrecipitation",47.7581816683084
"mean.Abundance.estimate.1.1.matched",37.2220414324434
"mode.HabitatDesert",0
"mode.HabitatForest",5.581477109924
"mode.HabitatGrassland",10.0220354788373
"mode.HabitatHuman Modified",0.518532308756218
"mode.HabitatMarine",1.45643350354285
"mode.HabitatRiverine",0.103419309399829
"mode.HabitatRock",0.03667044891785
"mode.HabitatShrubland",2.80184277049163
"mode.HabitatWetland",18.6318752177463
"mode.HabitatWoodland",0.861093085150252
"mode.Trophic.LevelHerbivore",19.210222653602
"mode.Trophic.LevelOmnivore",13.3038078750985
"mode.Trophic.LevelScavenger",0.0653660947838594
"mode.Primary.LifestyleAquatic",0.789346994213752
"mode.Primary.LifestyleGeneralist",0.607127867159908
"mode.Primary.LifestyleInsessorial",4.84526613516597
"mode.Primary.LifestyleTerrestrial",8.95444809991999
"mean.Latitude.span",29.989324017357
"mean.Centroid.Latitude",38.6931784879163
"mean.Centroid.Longitude",43.5073420408992
"mean.devmode",100
