"","Overall"
"mean.beak.size.pc1",58.4267809532196
"mean.Tarsus.Length",30.6740825102414
"mean.Wing.Length",100
"mean.Hand.Wing.Index",45.3391104345223
"mean.Tail.Length",43.9580910043532
"mean.Mass",76.1858949947627
"mean.Habitat.Density",5.04583125431616
"mean.Migration",2.94840407565064
"mean.Brain.Mass..g.",33.5618670253718
"mean.clutch.size",10.8697142055237
"mean.Maximum.longevity",23.1082686155879
"mean.GenLength",32.2154026141587
"mean.Range.Size",14.7469859504346
"mean.Annualtemp",29.0069351638416
"mean.AnnualPrecipitation",18.1244647970636
"mean.Abundance.estimate.1.1.matched",14.8519057878658
"mode.HabitatDesert",0
"mode.HabitatForest",2.16347843314759
"mode.HabitatGrassland",2.29320668963582
"mode.HabitatHuman Modified",1.33410478970719
"mode.HabitatMarine",2.16238609377486
"mode.HabitatRiverine",0.10251466389542
"mode.HabitatRock",0.107697615734308
"mode.HabitatShrubland",2.36269325361398
"mode.HabitatWetland",1.10919534796346
"mode.HabitatWoodland",1.93327297490135
"mode.Trophic.LevelHerbivore",1.40431527580711
"mode.Trophic.LevelOmnivore",4.07946401029349
"mode.Trophic.LevelScavenger",0.0891101840517647
"mode.Primary.LifestyleAquatic",0.379491669186431
"mode.Primary.LifestyleGeneralist",1.50441384286053
"mode.Primary.LifestyleInsessorial",4.40353056671135
"mode.Primary.LifestyleTerrestrial",2.2240903904877
"mean.Latitude.span",18.1861498060443
"mean.Centroid.Latitude",20.5683825973093
"mean.Centroid.Longitude",42.5573404207059
"mean.devmode",90.2493913360474
