"","Overall"
"mean.beak.size.pc1",62.3530050327963
"mean.Tarsus.Length",61.2613807674872
"mean.Wing.Length",47.9570873517183
"mean.Hand.Wing.Index",100
"mean.Tail.Length",48.3590602894262
"mean.Mass",57.1601788661797
"mean.Habitat.Density",12.5290810274821
"mean.Migration",11.0277712968666
"mean.Brain.Mass..g.",47.174202536713
"mean.clutch.size",89.0770777352864
"mean.Maximum.longevity",47.6060845201049
"mean.GenLength",50.2874650977651
"mean.Range.Size",39.3838055768438
"mean.Annualtemp",61.2938584973546
"mean.AnnualPrecipitation",46.621011528177
"mean.Abundance.estimate.1.1.matched",43.6865083482149
"mode.HabitatDesert",0
"mode.HabitatForest",5.23158639357868
"mode.HabitatGrassland",5.87536862285804
"mode.HabitatHuman Modified",2.42660210082277
"mode.HabitatMarine",9.50690100772571
"mode.HabitatRiverine",5.10671594519328
"mode.HabitatRock",0.00590508783268075
"mode.HabitatShrubland",3.54278285842297
"mode.HabitatWetland",2.16306161134642
"mode.HabitatWoodland",4.98143370203121
"mode.Trophic.LevelHerbivore",19.4810896124484
"mode.Trophic.LevelOmnivore",3.72274323197221
"mode.Trophic.LevelScavenger",0.0783124012007616
"mode.Primary.LifestyleAquatic",0.611777425657459
"mode.Primary.LifestyleGeneralist",1.45025099488549
"mode.Primary.LifestyleInsessorial",6.92234632900179
"mode.Primary.LifestyleTerrestrial",10.8438092092049
"mean.Latitude.span",45.9544136679311
"mean.Centroid.Latitude",46.7863855233884
"mean.Centroid.Longitude",65.9708472524627
