"","Overall"
"mean.beak.size.pc1",53.7775182699712
"mean.Tarsus.Length",46.3835275082813
"mean.Wing.Length",54.3658129601756
"mean.Hand.Wing.Index",54.0453315717127
"mean.Tail.Length",50.0915769534189
"mean.Mass",60.8830332252961
"mean.Habitat.Density",9.30288328093134
"mean.Migration",12.6372069027854
"mean.Brain.Mass..g.",48.5924340748388
"mean.clutch.size",38.3109158612329
"mean.Maximum.longevity",47.9397246878936
"mean.GenLength",43.8859085541913
"mean.Range.Size",59.7335243495418
"mean.Annualtemp",64.108150544332
"mean.AnnualPrecipitation",66.8725854195663
"mean.Abundance.estimate.1.1.matched",55.7712890917424
"mode.HabitatDesert",0
"mode.HabitatForest",4.87339269709386
"mode.HabitatGrassland",5.5351060072185
"mode.HabitatHuman Modified",3.12839998198787
"mode.HabitatMarine",3.22187301409258
"mode.HabitatRiverine",3.55336252702691
"mode.HabitatRock",0.518257131316394
"mode.HabitatShrubland",2.62411099770681
"mode.HabitatWetland",4.26430457132602
"mode.HabitatWoodland",4.59856011235956
"mode.Trophic.LevelHerbivore",6.10589896220296
"mode.Trophic.LevelOmnivore",4.65806444453386
"mode.Trophic.LevelScavenger",0.228342859116126
"mode.Primary.LifestyleAquatic",1.71723548965814
"mode.Primary.LifestyleGeneralist",1.90100270011572
"mode.Primary.LifestyleInsessorial",5.87951706923957
"mode.Primary.LifestyleTerrestrial",7.3993565177548
"mean.Latitude.span",62.7967396323582
"mean.Centroid.Latitude",51.651129512914
"mean.Centroid.Longitude",100
