"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-0.0486905270959238,0.046691412511439,-0.139230095190845,0.0434586552934338
"mean_beak_size_pc1",-0.10805351514371,0.108169486689348,-0.323421417228776,0.106067176914149
"mean_Tarsus_Length",-0.148567278817089,0.121310714720256,-0.385651305758393,0.0910508019717267
"mean_Wing_Length",-0.0678641489555925,0.128371027376994,-0.316999344707901,0.18063702068036
"mean_Hand_Wing_Index",-0.0186880305687395,0.0676107171781176,-0.15229700990264,0.113502380780614
"mean_Tail_Length",0.107621350730949,0.0994639995509888,-0.0891849780234374,0.300126013391208
"mean_Mass",-0.00916785430045814,0.0974550276332104,-0.199451673678019,0.182055824796511
"mean_Habitat_Density",-0.171793564634505,0.125496725335466,-0.414855526190911,0.0779884475652053
"mean_Migration",-0.0154440348766745,0.124795145016668,-0.257326488291272,0.23128678838619
"mean_Brain_Mass_g",0.0909344894921267,0.115383536848682,-0.134220472943094,0.31741974019302
"mean_clutch_size",-0.0365200023299851,0.101710637676059,-0.237577125629089,0.162942921389561
"mean_Maximum_longevity",0.392659505760044,0.225434646788728,-0.0490596059037644,0.837615899552981
"mean_GenLength",-0.272654746299191,0.254519297389708,-0.773777636714529,0.220674089889589
"mean_Range_Size",0.0295464302942109,0.0344094069532665,-0.0384311230554102,0.0975072301487317
"mean_Annualtemp",0.00736235851921858,0.00702724272969812,-0.00653036858378944,0.0210076079705714
"mean_AnnualPrecipitation",0.0912160152527849,0.0940768698103656,-0.0909665693196241,0.276933994378113
"mean_Abundance_estimate_1_1_matched",0.0301572622911663,0.0228724475208734,-0.0146335851280853,0.0754359777415147
"mean_Latitude_span",-0.192022913459293,0.0955363791783687,-0.380596796571542,-0.00462137667096938
"mean_Centroid_Latitude",-0.00886753831029612,0.0298748177319613,-0.0676465925262915,0.0492988747073717
"mean_Centroid_Longitude",0.000592725373687916,0.000455300399049987,-0.000291249074179132,0.00148594796348848
"mean_devmode",0.0312433060136856,0.0450221658406736,-0.0576256696242533,0.119464308620053
