"","Overall"
"mean.beak.size.pc1",36.2021434489698
"mean.Tarsus.Length",31.4064605170792
"mean.Wing.Length",33.8180181756422
"mean.Hand.Wing.Index",40.3893260636185
"mean.Tail.Length",31.8180551194948
"mean.Mass",30.9877694476563
"mean.Habitat.Density",27.874329751681
"mean.Migration",24.3128575133412
"mean.Brain.Mass..g.",32.0882762479737
"mean.clutch.size",49.3616933251712
"mean.Maximum.longevity",39.5637327859358
"mean.GenLength",34.4670455417513
"mean.Range.Size",46.4400189587703
"mean.Annualtemp",39.4306148723509
"mean.AnnualPrecipitation",40.5575679133532
"mean.Abundance.estimate.1.1.matched",49.4374899801124
"mode.HabitatForest",2.946458575844
"mode.HabitatGrassland",1.66063879072963
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",0.948494729836183
"mode.HabitatRiverine",0.339252537886674
"mode.HabitatShrubland",1.76962720032308
"mode.HabitatWetland",6.9893283065911
"mode.HabitatWoodland",1.72405990552265
"mode.Trophic.LevelHerbivore",15.582095104083
"mode.Trophic.LevelOmnivore",2.22869338920714
"mode.Trophic.LevelScavenger",0.125812336005085
"mode.Primary.LifestyleAquatic",2.41304050306509
"mode.Primary.LifestyleGeneralist",6.65305619988775
"mode.Primary.LifestyleInsessorial",3.22906786860894
"mode.Primary.LifestyleTerrestrial",4.85906604445353
"mean.Latitude.span",41.8087730387533
"mean.Centroid.Latitude",38.7107870719947
"mean.Centroid.Longitude",100
