"","Overall"
"mean.beak.size.pc1",58.338457834189
"mean.Tarsus.Length",65.9212478015633
"mean.Wing.Length",49.7768493107226
"mean.Hand.Wing.Index",61.2881435478843
"mean.Tail.Length",42.8455890902098
"mean.Mass",35.6523579046351
"mean.Habitat.Density",57.7256256569095
"mean.Migration",49.8472101235704
"mean.Brain.Mass..g.",41.5968156243407
"mean.clutch.size",53.246374805289
"mean.Maximum.longevity",50.572489472983
"mean.GenLength",62.7291473640153
"mean.Range.Size",69.5605480798276
"mean.Annualtemp",34.7112005300964
"mean.AnnualPrecipitation",48.2755996219468
"mean.Abundance.estimate.1.1.matched",65.819910039108
"mode.HabitatForest",6.9446627251189
"mode.HabitatGrassland",2.36806561714714
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",3.97997894086259
"mode.HabitatRiverine",0.074175266173045
"mode.HabitatShrubland",1.60343746574424
"mode.HabitatWetland",5.6738813287649
"mode.HabitatWoodland",1.84712110625683
"mode.Trophic.LevelHerbivore",26.4124387492011
"mode.Trophic.LevelOmnivore",4.74915386837584
"mode.Trophic.LevelScavenger",0.0535858965191356
"mode.Primary.LifestyleAquatic",0.646170116583907
"mode.Primary.LifestyleGeneralist",0.952592715501051
"mode.Primary.LifestyleInsessorial",5.20755251721946
"mode.Primary.LifestyleTerrestrial",5.36549477985574
"mean.Latitude.span",69.8096572375774
"mean.Centroid.Latitude",47.4344901747289
"mean.Centroid.Longitude",100
