"","Overall"
"mean.beak.size.pc1",47.7466650789849
"mean.Tarsus.Length",38.9807402075671
"mean.Wing.Length",36.1303624016331
"mean.Hand.Wing.Index",60.7800321712862
"mean.Tail.Length",54.3211692455993
"mean.Mass",50.2949341052061
"mean.Habitat.Density",46.6157569730326
"mean.Migration",47.3855356090917
"mean.Brain.Mass..g.",41.9589454090117
"mean.clutch.size",57.4065155836665
"mean.Maximum.longevity",43.2026469976975
"mean.GenLength",45.1074349609333
"mean.Range.Size",48.8939267403234
"mean.Annualtemp",39.6735747901351
"mean.AnnualPrecipitation",56.9966068974537
"mean.Abundance.estimate.1.1.matched",78.8935520646382
"mode.HabitatForest",4.08263501472429
"mode.HabitatGrassland",5.88647055663319
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",0.885567348145233
"mode.HabitatRiverine",0.0511258535489712
"mode.HabitatShrubland",3.11646492518921
"mode.HabitatWetland",1.7576164885271
"mode.HabitatWoodland",2.9666891837905
"mode.Trophic.LevelHerbivore",3.75251469918541
"mode.Trophic.LevelOmnivore",5.69742074797307
"mode.Trophic.LevelScavenger",0.0180878952169985
"mode.Primary.LifestyleAquatic",3.21781956814616
"mode.Primary.LifestyleGeneralist",7.59937676306339
"mode.Primary.LifestyleInsessorial",6.55391620328552
"mode.Primary.LifestyleTerrestrial",5.18506875833286
"mean.Latitude.span",39.2226697215833
"mean.Centroid.Latitude",38.052853915883
"mean.Centroid.Longitude",100
