"","Overall"
"mean.beak.size.pc1",35.0761728229278
"mean.Tarsus.Length",64.8908381578317
"mean.Wing.Length",55.9581304041738
"mean.Hand.Wing.Index",44.323378217542
"mean.Tail.Length",69.9466164430196
"mean.Mass",100
"mean.Habitat.Density",32.5536860322229
"mean.Migration",20.4982871897368
"mean.Brain.Mass..g.",64.3959895148767
"mean.clutch.size",86.239430992912
"mean.Maximum.longevity",50.5145034662776
"mean.GenLength",51.4281392386464
"mean.Range.Size",45.0099514081855
"mean.Annualtemp",45.1612952475608
"mean.AnnualPrecipitation",73.182073535332
"mean.Abundance.estimate.1.1.matched",50.4195903498293
"mode.HabitatForest",9.92274851675102
"mode.HabitatGrassland",7.80220313420835
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",0.738505770650898
"mode.HabitatRiverine",0.0748668202916748
"mode.HabitatShrubland",2.58418618255804
"mode.HabitatWetland",9.27265334956486
"mode.HabitatWoodland",0.292086820495442
"mode.Trophic.LevelHerbivore",17.8435055642306
"mode.Trophic.LevelOmnivore",4.82943096360768
"mode.Trophic.LevelScavenger",0.139120815131387
"mode.Primary.LifestyleAquatic",0.573122655524534
"mode.Primary.LifestyleGeneralist",1.34158890764769
"mode.Primary.LifestyleInsessorial",4.70169250339845
"mode.Primary.LifestyleTerrestrial",11.9683332966019
"mean.Latitude.span",47.7683332788898
"mean.Centroid.Latitude",57.4343916944859
"mean.Centroid.Longitude",66.8559238516885
