"","Overall"
"mean.beak.size.pc1",35.4252370862493
"mean.Tarsus.Length",30.9724964161956
"mean.Wing.Length",41.2208395218501
"mean.Hand.Wing.Index",39.6841672777157
"mean.Tail.Length",40.944353439528
"mean.Mass",32.0789158252054
"mean.Habitat.Density",32.6558547409395
"mean.Migration",55.710601536741
"mean.Brain.Mass..g.",38.0919260613863
"mean.clutch.size",34.5556761173278
"mean.Maximum.longevity",32.4832704984552
"mean.GenLength",46.6737668212207
"mean.Range.Size",62.3594675531448
"mean.Annualtemp",44.4821674178287
"mean.AnnualPrecipitation",67.2966150007439
"mean.Abundance.estimate.1.1.matched",58.2253357669501
"mode.HabitatForest",4.37737130458313
"mode.HabitatGrassland",0.823762852695246
"mode.HabitatHuman Modified",0.134335768055859
"mode.HabitatMarine",3.10099340693079
"mode.HabitatRiverine",0.618920195961399
"mode.HabitatShrubland",7.38100359890865
"mode.HabitatWetland",2.61608084008525
"mode.HabitatWoodland",3.72361340836272
"mode.Trophic.LevelHerbivore",6.14668935541156
"mode.Trophic.LevelOmnivore",4.23910696823887
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",2.80842799197441
"mode.Primary.LifestyleGeneralist",1.95434044448882
"mode.Primary.LifestyleInsessorial",5.26569440482289
"mode.Primary.LifestyleTerrestrial",4.56180050649633
"mean.Latitude.span",52.5514304179132
"mean.Centroid.Latitude",41.6619363700537
"mean.Centroid.Longitude",100
"mean.devmode",58.1074024962884
