"","Overall"
"mean.beak.size.pc1",44.4780114337482
"mean.Tarsus.Length",36.4077852690044
"mean.Wing.Length",38.1241402043063
"mean.Hand.Wing.Index",46.0259485427199
"mean.Tail.Length",38.4946823807581
"mean.Mass",40.3704469093154
"mean.Habitat.Density",38.3467947930717
"mean.Migration",31.1241393859287
"mean.Brain.Mass..g.",42.7672737717884
"mean.clutch.size",100
"mean.Maximum.longevity",50.6391598837928
"mean.GenLength",47.8242675829778
"mean.Range.Size",46.2146529451334
"mean.Annualtemp",53.4789586907869
"mean.AnnualPrecipitation",70.2877257662651
"mean.Abundance.estimate.1.1.matched",62.774848619399
"mode.HabitatForest",3.96975274213769
"mode.HabitatGrassland",1.11508417259666
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",2.95144209922387
"mode.HabitatRiverine",0.285026833382538
"mode.HabitatShrubland",0.689803463732061
"mode.HabitatWetland",8.21879996544392
"mode.HabitatWoodland",8.82272800051379
"mode.Trophic.LevelHerbivore",6.23666999223093
"mode.Trophic.LevelOmnivore",2.52329963727794
"mode.Trophic.LevelScavenger",0.167649464226197
"mode.Primary.LifestyleAquatic",1.98956959886334
"mode.Primary.LifestyleGeneralist",5.83366899369982
"mode.Primary.LifestyleInsessorial",4.0215909044681
"mode.Primary.LifestyleTerrestrial",5.23941344928176
"mean.Latitude.span",43.3615238185163
"mean.Centroid.Latitude",48.0375594241553
"mean.Centroid.Longitude",77.6224027218318
"mean.devmode",50.6245585730002
