"","Overall"
"mean.beak.size.pc1",40.4711707157056
"mean.Tarsus.Length",75.5539184079538
"mean.Wing.Length",50.2576857701619
"mean.Hand.Wing.Index",55.1442107717723
"mean.Tail.Length",43.8956907433105
"mean.Mass",48.4492219493291
"mean.Habitat.Density",42.9374202832266
"mean.Migration",44.6913536002444
"mean.Brain.Mass..g.",50.6476267468586
"mean.clutch.size",48.521536050574
"mean.Maximum.longevity",59.1799748897609
"mean.GenLength",62.9700825149297
"mean.Range.Size",42.3145844913191
"mean.Annualtemp",48.2744186381993
"mean.AnnualPrecipitation",91.5949747979298
"mean.Abundance.estimate.1.1.matched",62.3309049085256
"mode.HabitatForest",8.64053487562186
"mode.HabitatGrassland",1.39252461830295
"mode.HabitatHuman Modified",0.0675137545925128
"mode.HabitatMarine",4.82002349610275
"mode.HabitatRiverine",0
"mode.HabitatShrubland",1.46333944388648
"mode.HabitatWetland",3.2932184416644
"mode.HabitatWoodland",4.32582589978265
"mode.Trophic.LevelHerbivore",7.04101838326661
"mode.Trophic.LevelOmnivore",5.65504708001442
"mode.Trophic.LevelScavenger",0.0383104180443664
"mode.Primary.LifestyleAquatic",1.75612026532368
"mode.Primary.LifestyleGeneralist",1.40284440678708
"mode.Primary.LifestyleInsessorial",4.50030906835539
"mode.Primary.LifestyleTerrestrial",4.51938312221305
"mean.Latitude.span",48.421337494309
"mean.Centroid.Latitude",51.2548292463613
"mean.Centroid.Longitude",100
"mean.devmode",55.5044580104877
