"","Overall"
"mean.beak.size.pc1",57.8481376260537
"mean.Tarsus.Length",54.2096566526971
"mean.Wing.Length",78.0009230271995
"mean.Hand.Wing.Index",55.8654538918278
"mean.Tail.Length",73.3834321574864
"mean.Mass",57.1504508206228
"mean.Habitat.Density",36.5764005954885
"mean.Migration",38.9437114727822
"mean.Brain.Mass..g.",65.0945318974825
"mean.clutch.size",52.0193233093952
"mean.Maximum.longevity",62.2732025468539
"mean.GenLength",54.7283145877555
"mean.Range.Size",100
"mean.Annualtemp",71.9093606123485
"mean.AnnualPrecipitation",60.1003411129795
"mean.Abundance.estimate.1.1.matched",52.7057943012627
"mode.HabitatForest",6.02517939857902
"mode.HabitatGrassland",3.93753903182778
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",7.95844146236536
"mode.HabitatRiverine",8.56101845823993
"mode.HabitatShrubland",2.44143523312599
"mode.HabitatWetland",8.9841088020411
"mode.HabitatWoodland",1.97469412992891
"mode.Trophic.LevelHerbivore",12.776786194162
"mode.Trophic.LevelOmnivore",6.80326514702114
"mode.Trophic.LevelScavenger",0.167433553304756
"mode.Primary.LifestyleAquatic",2.06630955556479
"mode.Primary.LifestyleGeneralist",4.91619721252604
"mode.Primary.LifestyleInsessorial",7.65558122970075
"mode.Primary.LifestyleTerrestrial",8.31722558062451
"mean.Latitude.span",69.71305190214
"mean.Centroid.Latitude",44.7779103380073
"mean.Centroid.Longitude",55.2013611058383
"mean.devmode",58.3357048530225
