"","Overall"
"mean.beak.size.pc1",52.4741078331099
"mean.Tarsus.Length",51.353817171863
"mean.Wing.Length",63.5476741390391
"mean.Hand.Wing.Index",49.9368589229621
"mean.Tail.Length",81.3421490130501
"mean.Mass",52.3308993125897
"mean.Habitat.Density",47.085086356211
"mean.Migration",27.419271040999
"mean.Brain.Mass..g.",61.4410499795251
"mean.clutch.size",54.1903190386468
"mean.Maximum.longevity",63.0440881170021
"mean.GenLength",60.5911437123457
"mean.Range.Size",45.4175994282083
"mean.Annualtemp",43.0999044901137
"mean.AnnualPrecipitation",76.6808442516198
"mean.Abundance.estimate.1.1.matched",46.4825864089895
"mode.HabitatForest",7.23259703969076
"mode.HabitatGrassland",2.8383819285905
"mode.HabitatHuman Modified",0.0032508309972835
"mode.HabitatMarine",0.32956409732456
"mode.HabitatRiverine",0.00250082339790663
"mode.HabitatShrubland",10.5079412927567
"mode.HabitatWetland",1.50835391702879
"mode.HabitatWoodland",12.2639250957898
"mode.Trophic.LevelHerbivore",5.66442298143488
"mode.Trophic.LevelOmnivore",12.6033729200082
"mode.Trophic.LevelScavenger",0
"mode.Primary.LifestyleAquatic",0.530156120189508
"mode.Primary.LifestyleGeneralist",1.60961604986996
"mode.Primary.LifestyleInsessorial",7.93108548988993
"mode.Primary.LifestyleTerrestrial",7.6701592696344
"mean.Latitude.span",42.6023455429488
"mean.Centroid.Latitude",54.7732596186514
"mean.Centroid.Longitude",100
"mean.devmode",66.6970119708248
