"","Overall"
"mean.beak.size.pc1",35.9677189587007
"mean.Tarsus.Length",30.5368428325822
"mean.Wing.Length",30.4909026319234
"mean.Hand.Wing.Index",37.6261168713924
"mean.Tail.Length",31.3509244594581
"mean.Mass",27.5390277676342
"mean.Habitat.Density",27.9656524053001
"mean.Migration",24.9132452173181
"mean.Brain.Mass..g.",24.7390781619106
"mean.clutch.size",52.3032890812959
"mean.Maximum.longevity",35.9702693187099
"mean.GenLength",29.7071350287309
"mean.Range.Size",47.5969415790107
"mean.Annualtemp",39.2861344803234
"mean.AnnualPrecipitation",43.4874060950332
"mean.Abundance.estimate.1.1.matched",49.7734737748617
"mode.HabitatForest",2.17203348032707
"mode.HabitatGrassland",1.39416273850326
"mode.HabitatHuman Modified",0
"mode.HabitatMarine",1.18746887099098
"mode.HabitatRiverine",0.691610398824188
"mode.HabitatShrubland",1.30107504807246
"mode.HabitatWetland",7.63924982520041
"mode.HabitatWoodland",1.682127804427
"mode.Trophic.LevelHerbivore",16.4831123887531
"mode.Trophic.LevelOmnivore",2.00624926235433
"mode.Trophic.LevelScavenger",0.0656330994073014
"mode.Primary.LifestyleAquatic",1.98990874802893
"mode.Primary.LifestyleGeneralist",4.9310617271787
"mode.Primary.LifestyleInsessorial",2.74579419453677
"mode.Primary.LifestyleTerrestrial",3.59961491382032
"mean.Latitude.span",43.3062753183069
"mean.Centroid.Latitude",40.5270227193773
"mean.Centroid.Longitude",100
"mean.devmode",49.0453959759626
