"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-7.9055837641512,0.783852862973557,-9.42244609750826,-6.32688852126054
"mean_beak_size_pc1",-0.186148247770385,1.86714435221093,-3.84258655389107,3.43677835212821
"mean_Tarsus_Length",-2.62158110145311,1.95447581033643,-6.44487796775329,1.27332985846212
"mean_Wing_Length",0.122934903890928,2.10211262549892,-3.94169652337135,4.26075969508021
"mean_Hand_Wing_Index",-0.320333195736138,1.20836979457856,-2.71358040411221,2.05472232512005
"mean_Tail_Length",1.33136925800613,1.65001121022996,-1.87609435935331,4.58548109483242
"mean_Mass",0.173143994507842,1.63421039429338,-3.02173955385517,3.31598272064139
"mean_Habitat_Density",-0.283114059080813,2.0464562911336,-4.36714260416391,3.75731542688849
"mean_Migration",-1.93083059220817,2.07554555002856,-5.98654481680901,2.11542611223214
"mean_Brain_Mass_g",-2.47935789435704,1.86826220296731,-6.20999305796834,1.11277700622548
"mean_clutch_size",6.88378338793617,1.68472414628883,3.63964189227259,10.2224652199124
"mean_Maximum_longevity",-2.71869353434857,3.07902021610814,-8.66701190773665,3.31630545500389
"mean_GenLength",-6.06296217968344,3.2368828447137,-12.3794923173786,0.369193856866924
"mean_Range_Size",0.246183513911119,0.626180570536622,-0.989452906328469,1.48416663441177
"mean_Annualtemp",0.11130462637554,0.127490957895425,-0.139510874728019,0.35835719827129
"mean_AnnualPrecipitation",1.02786479818949,1.59975670355491,-2.11863372456154,4.15239304909645
"mean_Abundance_estimate_1_1_matched",0.184344069700455,0.420345613468585,-0.641898595224965,1.00818457460074
"mean_Latitude_span",-1.9657457440219,1.68580638905578,-5.21908196359763,1.36525282307182
"mean_Centroid_Latitude",0.340110649215894,0.552734137079562,-0.756916306885797,1.40999671989557
"mean_Centroid_Longitude",-0.0144233451354273,0.0083644763421446,-0.030871801403442,0.00187649256608113
