"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",-6.39235046628948,0.640361963620592,-7.63985038205731,-5.14132081098021
"mean_beak_size_pc1",2.58928475071889,2.14821659457906,-1.65750860697513,6.78574076719933
"mean_Tarsus_Length",-2.39307355809817,2.37869951127851,-7.00675083702124,2.28854166337902
"mean_Wing_Length",-0.419380319623636,2.4509675113108,-5.22862391880818,4.36635931804518
"mean_Hand_Wing_Index",-0.432921013542211,1.51262179114736,-3.4063940806512,2.55461312917739
"mean_Tail_Length",-1.39350901456436,1.77322644151606,-4.90565527045953,2.10200826337812
"mean_Mass",-0.558886399838791,1.72580717383356,-3.97432276872298,2.77084308425552
"mean_Habitat_Density",2.08266466725985,2.07169399600647,-1.92781074414975,6.24365399870492
"mean_Migration",-0.738331742917223,1.91023285068109,-4.48028780429769,3.01787073992485
"mean_Brain_Mass_g",0.937829899185487,2.16181563007286,-3.26669528576757,5.1813526516374
"mean_clutch_size",0.558786761379576,1.76445318549832,-2.86096709926295,4.05540843638093
"mean_Maximum_longevity",4.0810332096793,2.97304512857962,-1.77005622144882,9.90629619884145
"mean_GenLength",-2.68475860333791,3.35203244865437,-9.25498239137073,3.88178608710041
"mean_Range_Size",-0.630576368523538,0.581307781384114,-1.76910495249399,0.509654411116105
"mean_Annualtemp",0.0739053641840263,0.137676873709217,-0.198779034778206,0.344057607096796
"mean_AnnualPrecipitation",0.093142377608044,1.49866035212629,-2.82154559241794,3.00212885418426
"mean_Abundance_estimate_1_1_matched",0.631404993884381,0.349011297960223,-0.0453834275223624,1.31866276191
"mean_Latitude_span",-0.0355480434354783,1.29062394433639,-2.58131823289151,2.4681089865938
"mean_Centroid_Latitude",-1.40789990726311,0.881092584493898,-3.13239277385776,0.323257843979423
"mean_Centroid_Longitude",-0.0279039987799602,0.00978375380918225,-0.0471169434122012,-0.00860549275395758
"mean_devmode",0.634003817264569,1.14017480905087,-1.61369082663899,2.86409046642048
