"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",0.0174352547933321,0.056804879866587,-0.0955356622530673,0.129112907152024
"mean_beak_size_pc1",0.0197184063884881,0.125261831516841,-0.227945353490228,0.268169558640664
"mean_Tarsus_Length",-0.15569814740001,0.136128200727569,-0.42400255848662,0.112329326813326
"mean_Wing_Length",-0.0622310972999465,0.146341572666721,-0.353182155815399,0.227105790654331
"mean_Hand_Wing_Index",0.0106218763521955,0.0768444101961083,-0.137793496462969,0.162898218397852
"mean_Tail_Length",0.138566462097638,0.113141032024421,-0.0853057162610161,0.359937585791582
"mean_Mass",-0.10104833931795,0.110922774578949,-0.316261214022999,0.116414071522171
"mean_Habitat_Density",0.0864999671642429,0.153144803994162,-0.216039281685214,0.382700212369503
"mean_Migration",-0.162153323942434,0.156142337619431,-0.466722197625177,0.140856426517359
"mean_Brain_Mass_g",0.118070944302869,0.130341060308122,-0.137704124872611,0.369694148748913
"mean_clutch_size",0.0445790770372532,0.120695505077788,-0.195172358282635,0.280713686809746
"mean_Maximum_longevity",-0.0592818493327804,0.278165411254461,-0.609361118322798,0.483757538645119
"mean_GenLength",0.0765532474238582,0.302072484492097,-0.511457133604311,0.668425245560058
"mean_Range_Size",0.000679330716080893,0.0409048495672452,-0.0795565743966817,0.0813868072934505
"mean_Annualtemp",-0.0149181844928527,0.00847160162550577,-0.0313954335253201,0.00166659165928003
"mean_AnnualPrecipitation",-0.0921208529867726,0.110808200100788,-0.309157943988622,0.124802563660191
"mean_Abundance_estimate_1_1_matched",-0.0280583451073027,0.0274834069227916,-0.0814778122499753,0.0264075673083883
"mean_Latitude_span",0.0219338090533732,0.117390095086323,-0.209640750043784,0.250011645312475
"mean_Centroid_Latitude",-0.0192928454009678,0.0357787010121873,-0.0901839577397096,0.0501682212387244
"mean_Centroid_Longitude",0.000509389895217659,0.000539412463300727,-0.000546095217583969,0.00157210886396067
